R,G,B,color_name,class
0.898,0.050,0.052,RED,0
0.845,0.068,0.088,RED,0
0.822,0.091,0.087,RED,0
0.767,0.132,0.102,RED,0
0.855,0.072,0.074,RED,0
0.806,0.126,0.068,RED,0
0.848,0.106,0.046,RED,0
0.839,0.100,0.061,RED,0
0.822,0.107,0.071,RED,0
0.858,0.081,0.061,RED,0
0.882,0.072,0.046,RED,0
0.825,0.080,0.095,RED,0
0.838,0.074,0.088,RED,0
0.778,0.126,0.096,RED,0
0.760,0.100,0.139,RED,0
0.850,0.048,0.103,RED,0
0.830,0.086,0.083,RED,0
0.815,0.072,0.113,RED,0
0.874,0.057,0.069,RED,0
0.803,0.072,0.125,RED,0
0.904,0.053,0.044,RED,0
0.943,0.016,0.041,RED,0
0.786,0.117,0.096,RED,0
0.725,0.171,0.105,RED,0
0.919,0.047,0.034,RED,0
0.856,0.064,0.079,RED,0
0.854,0.043,0.103,RED,0
0.854,0.099,0.046,RED,0
0.834,0.110,0.056,RED,0
0.877,0.074,0.049,RED,0
0.742,0.165,0.093,RED,0
0.779,0.100,0.121,RED,0
0.865,0.057,0.079,RED,0
0.888,0.105,0.007,RED,0
0.836,0.090,0.074,RED,0
0.835,0.078,0.087,RED,0
0.913,0.059,0.029,RED,0
0.833,0.041,0.127,RED,0
0.870,0.054,0.076,RED,0
0.910,0.030,0.060,RED,0
0.839,0.113,0.048,RED,0
0.770,0.084,0.146,RED,0
0.834,0.055,0.111,RED,0
0.698,0.137,0.165,RED,0
0.840,0.061,0.098,RED,0
0.840,0.071,0.089,RED,0
0.808,0.145,0.047,RED,0
0.862,0.060,0.078,RED,0
0.823,0.097,0.080,RED,0
0.812,0.109,0.078,RED,0
0.816,0.098,0.086,RED,0
0.901,0.037,0.062,RED,0
0.815,0.099,0.085,RED,0
0.839,0.087,0.074,RED,0
0.887,0.066,0.047,RED,0
0.814,0.092,0.094,RED,0
0.843,0.081,0.075,RED,0
0.909,0.021,0.069,RED,0
0.862,0.083,0.055,RED,0
0.856,0.095,0.049,RED,0
0.863,0.062,0.075,RED,0
0.880,0.064,0.056,RED,0
0.806,0.150,0.044,RED,0
0.778,0.101,0.122,RED,0
0.800,0.046,0.154,RED,0
0.829,0.097,0.074,RED,0
0.905,0.037,0.058,RED,0
0.885,0.061,0.054,RED,0
0.815,0.059,0.126,RED,0
0.877,0.063,0.060,RED,0
0.862,0.055,0.083,RED,0
0.819,0.073,0.108,RED,0
0.818,0.096,0.087,RED,0
0.871,0.109,0.020,RED,0
0.871,0.097,0.032,RED,0
0.812,0.066,0.122,RED,0
0.778,0.080,0.142,RED,0
0.824,0.115,0.061,RED,0
0.737,0.141,0.122,RED,0
0.744,0.134,0.122,RED,0
0.768,0.116,0.116,RED,0
0.738,0.126,0.136,RED,0
0.860,0.060,0.080,RED,0
0.814,0.087,0.099,RED,0
0.781,0.124,0.095,RED,0
0.814,0.068,0.118,RED,0
0.898,0.043,0.059,RED,0
0.860,0.070,0.070,RED,0
0.833,0.100,0.068,RED,0
0.867,0.060,0.073,RED,0
0.806,0.117,0.076,RED,0
0.888,0.040,0.072,RED,0
0.808,0.095,0.096,RED,0
0.823,0.068,0.109,RED,0
0.808,0.093,0.099,RED,0
0.830,0.116,0.054,RED,0
0.858,0.064,0.078,RED,0
0.840,0.086,0.074,RED,0
0.790,0.086,0.124,RED,0
0.844,0.082,0.075,RED,0
0.840,0.082,0.078,RED,0
0.892,0.066,0.041,RED,0
0.868,0.079,0.053,RED,0
0.810,0.080,0.110,RED,0
0.837,0.052,0.111,RED,0
0.787,0.106,0.107,RED,0
0.776,0.126,0.098,RED,0
0.900,0.061,0.039,RED,0
0.827,0.082,0.092,RED,0
0.822,0.088,0.090,RED,0
0.773,0.102,0.125,RED,0
0.904,0.041,0.055,RED,0
0.838,0.066,0.096,RED,0
0.862,0.045,0.093,RED,0
0.796,0.100,0.105,RED,0
0.763,0.098,0.138,RED,0
0.795,0.120,0.085,RED,0
0.878,0.032,0.090,RED,0
0.850,0.088,0.062,RED,0
0.824,0.096,0.080,RED,0
0.862,0.070,0.067,RED,0
0.775,0.119,0.106,RED,0
0.801,0.097,0.101,RED,0
0.832,0.121,0.047,RED,0
0.868,0.073,0.059,RED,0
0.679,0.118,0.204,RED,0
0.834,0.092,0.074,RED,0
0.861,0.041,0.099,RED,0
0.768,0.128,0.103,RED,0
0.811,0.097,0.092,RED,0
0.927,0.035,0.038,RED,0
0.841,0.061,0.098,RED,0
0.864,0.065,0.071,RED,0
0.803,0.040,0.157,RED,0
0.791,0.070,0.139,RED,0
0.752,0.146,0.102,RED,0
0.909,0.045,0.046,RED,0
0.877,0.074,0.049,RED,0
0.856,0.086,0.058,RED,0
0.861,0.078,0.061,RED,0
0.900,0.052,0.049,RED,0
0.862,0.081,0.057,RED,0
0.839,0.079,0.083,RED,0
0.796,0.110,0.094,RED,0
0.832,0.091,0.076,RED,0
0.784,0.099,0.118,RED,0
0.864,0.055,0.081,RED,0
0.844,0.069,0.087,RED,0
0.777,0.106,0.117,RED,0
0.859,0.069,0.073,RED,0
0.817,0.092,0.090,RED,0
0.772,0.092,0.136,RED,0
0.789,0.120,0.091,RED,0
0.892,0.039,0.069,RED,0
0.908,0.037,0.055,RED,0
0.819,0.100,0.081,RED,0
0.818,0.112,0.069,RED,0
0.863,0.069,0.068,RED,0
0.826,0.079,0.095,RED,0
0.855,0.048,0.097,RED,0
0.862,0.085,0.053,RED,0
0.862,0.069,0.069,RED,0
0.796,0.080,0.124,RED,0
0.880,0.060,0.060,RED,0
0.922,0.023,0.056,RED,0
0.854,0.057,0.090,RED,0
0.810,0.116,0.074,RED,0
0.748,0.119,0.134,RED,0
0.859,0.053,0.088,RED,0
0.856,0.068,0.076,RED,0
0.810,0.127,0.063,RED,0
0.775,0.072,0.153,RED,0
0.838,0.103,0.060,RED,0
0.762,0.166,0.072,RED,0
0.795,0.090,0.114,RED,0
0.807,0.114,0.079,RED,0
0.818,0.092,0.090,RED,0
0.779,0.124,0.097,RED,0
0.752,0.103,0.145,RED,0
0.883,0.051,0.065,RED,0
0.827,0.064,0.110,RED,0
0.784,0.075,0.141,RED,0
0.798,0.091,0.111,RED,0
0.770,0.117,0.113,RED,0
0.922,0.009,0.068,RED,0
0.824,0.045,0.131,RED,0
0.846,0.125,0.028,RED,0
0.929,0.034,0.037,RED,0
0.787,0.093,0.120,RED,0
0.814,0.112,0.074,RED,0
0.749,0.132,0.119,RED,0
0.867,0.034,0.099,RED,0
0.777,0.100,0.123,RED,0
0.826,0.129,0.045,RED,0
0.825,0.062,0.112,RED,0
0.837,0.095,0.069,RED,0
0.868,0.074,0.058,RED,0
0.882,0.038,0.079,RED,0
0.934,0.027,0.039,RED,0
0.879,0.044,0.078,RED,0
0.847,0.065,0.088,RED,0
0.860,0.079,0.060,RED,0
0.857,0.080,0.063,RED,0
0.813,0.107,0.080,RED,0
0.843,0.060,0.097,RED,0
0.826,0.093,0.081,RED,0
0.927,0.030,0.043,RED,0
0.827,0.077,0.096,RED,0
0.881,0.058,0.061,RED,0
0.863,0.096,0.041,RED,0
0.775,0.131,0.094,RED,0
0.829,0.078,0.093,RED,0
0.781,0.129,0.090,RED,0
0.830,0.088,0.082,RED,0
0.879,0.076,0.046,RED,0
0.852,0.032,0.116,RED,0
0.838,0.094,0.068,RED,0
0.830,0.086,0.084,RED,0
0.865,0.095,0.040,RED,0
0.811,0.116,0.072,RED,0
0.707,0.117,0.176,RED,0
0.875,0.034,0.091,RED,0
0.828,0.122,0.050,RED,0
0.856,0.045,0.099,RED,0
0.875,0.062,0.063,RED,0
0.827,0.091,0.082,RED,0
0.878,0.068,0.054,RED,0
0.904,0.032,0.065,RED,0
0.720,0.160,0.120,RED,0
0.855,0.069,0.076,RED,0
0.895,0.060,0.045,RED,0
0.883,0.074,0.043,RED,0
0.891,0.041,0.068,RED,0
0.911,0.022,0.067,RED,0
0.846,0.047,0.108,RED,0
0.767,0.146,0.086,RED,0
0.872,0.084,0.045,RED,0
0.814,0.109,0.077,RED,0
0.816,0.092,0.092,RED,0
0.824,0.113,0.063,RED,0
0.813,0.061,0.126,RED,0
0.869,0.068,0.063,RED,0
0.783,0.127,0.090,RED,0
0.852,0.069,0.079,RED,0
0.893,0.055,0.052,RED,0
0.798,0.101,0.101,RED,0
0.866,0.088,0.046,RED,0
0.882,0.078,0.040,RED,0
0.850,0.090,0.060,RED,0
0.848,0.099,0.053,RED,0
0.861,0.065,0.073,RED,0
0.880,0.050,0.070,RED,0
0.779,0.100,0.120,RED,0
0.790,0.141,0.069,RED,0
0.827,0.107,0.067,RED,0
0.802,0.083,0.115,RED,0
0.724,0.124,0.152,RED,0
0.863,0.102,0.034,RED,0
0.856,0.085,0.059,RED,0
0.802,0.075,0.123,RED,0
0.864,0.077,0.059,RED,0
0.811,0.135,0.054,RED,0
0.845,0.083,0.072,RED,0
0.884,0.045,0.071,RED,0
0.798,0.109,0.093,RED,0
0.894,0.052,0.054,RED,0
0.848,0.101,0.051,RED,0
0.882,0.069,0.049,RED,0
0.802,0.071,0.127,RED,0
0.862,0.074,0.064,RED,0
0.838,0.086,0.077,RED,0
0.920,0.063,0.017,RED,0
0.839,0.086,0.074,RED,0
0.847,0.088,0.065,RED,0
0.789,0.147,0.065,RED,0
0.865,0.044,0.091,RED,0
0.888,0.052,0.060,RED,0
0.856,0.078,0.067,RED,0
0.831,0.063,0.106,RED,0
0.842,0.081,0.077,RED,0
0.773,0.121,0.107,RED,0
0.933,0.035,0.031,RED,0
0.845,0.059,0.096,RED,0
0.836,0.099,0.065,RED,0
0.814,0.094,0.092,RED,0
0.769,0.125,0.106,RED,0
0.810,0.132,0.058,RED,0
0.761,0.092,0.147,RED,0
0.843,0.073,0.084,RED,0
0.833,0.080,0.088,RED,0
0.785,0.124,0.091,RED,0
0.908,0.052,0.040,RED,0
0.861,0.048,0.091,RED,0
0.849,0.050,0.101,RED,0
0.838,0.101,0.061,RED,0
0.852,0.038,0.110,RED,0
0.810,0.105,0.085,RED,0
0.785,0.103,0.112,RED,0
0.895,0.054,0.051,RED,0
0.810,0.048,0.142,RED,0
0.845,0.095,0.060,RED,0
0.896,0.057,0.047,RED,0
0.796,0.116,0.088,RED,0
0.831,0.070,0.099,RED,0
0.775,0.093,0.132,RED,0
0.866,0.059,0.075,RED,0
0.883,0.073,0.045,RED,0
0.805,0.075,0.120,RED,0
0.895,0.084,0.022,RED,0
0.788,0.133,0.079,RED,0
0.808,0.135,0.058,RED,0
0.863,0.065,0.072,RED,0
0.843,0.045,0.112,RED,0
0.905,0.049,0.046,RED,0
0.883,0.071,0.046,RED,0
0.860,0.086,0.054,RED,0
0.770,0.133,0.098,RED,0
0.862,0.088,0.051,RED,0
0.848,0.090,0.062,RED,0
0.858,0.061,0.080,RED,0
0.786,0.126,0.088,RED,0
0.874,0.064,0.063,RED,0
0.862,0.057,0.081,RED,0
0.817,0.067,0.116,RED,0
0.850,0.078,0.072,RED,0
0.833,0.106,0.061,RED,0
0.776,0.099,0.125,RED,0
0.842,0.079,0.079,RED,0
0.869,0.092,0.039,RED,0
0.803,0.091,0.107,RED,0
0.781,0.111,0.108,RED,0
0.838,0.083,0.079,RED,0
0.821,0.085,0.094,RED,0
0.787,0.057,0.156,RED,0
0.735,0.099,0.166,RED,0
0.886,0.095,0.020,RED,0
0.840,0.087,0.073,RED,0
0.846,0.092,0.062,RED,0
0.847,0.078,0.075,RED,0
0.812,0.093,0.095,RED,0
0.763,0.114,0.123,RED,0
0.876,0.094,0.029,RED,0
0.729,0.138,0.133,RED,0
0.857,0.070,0.073,RED,0
0.782,0.095,0.123,RED,0
0.865,0.087,0.048,RED,0
0.917,0.054,0.029,RED,0
0.872,0.062,0.066,RED,0
0.819,0.123,0.059,RED,0
0.873,0.067,0.060,RED,0
0.826,0.084,0.089,RED,0
0.888,0.051,0.061,RED,0
0.879,0.072,0.049,RED,0
0.844,0.086,0.070,RED,0
0.913,0.050,0.038,RED,0
0.828,0.078,0.094,RED,0
0.882,0.067,0.050,RED,0
0.848,0.101,0.050,RED,0
0.843,0.071,0.085,RED,0
0.832,0.063,0.105,RED,0
0.833,0.088,0.078,RED,0
0.796,0.055,0.149,RED,0
0.887,0.082,0.032,RED,0
0.941,0.026,0.033,RED,0
0.897,0.063,0.040,RED,0
0.834,0.069,0.097,RED,0
0.816,0.117,0.067,RED,0
0.849,0.070,0.080,RED,0
0.916,0.073,0.011,RED,0
0.813,0.070,0.117,RED,0
0.841,0.112,0.047,RED,0
0.864,0.069,0.067,RED,0
0.808,0.071,0.121,RED,0
0.937,0.058,0.005,RED,0
0.896,0.072,0.032,RED,0
0.819,0.100,0.081,RED,0
0.878,0.091,0.031,RED,0
0.854,0.063,0.082,RED,0
0.843,0.098,0.059,RED,0
0.895,0.054,0.051,RED,0
0.924,0.028,0.048,RED,0
0.885,0.053,0.062,RED,0
0.864,0.069,0.068,RED,0
0.811,0.099,0.090,RED,0
0.811,0.049,0.140,RED,0
0.809,0.116,0.075,RED,0
0.881,0.050,0.070,RED,0
0.843,0.073,0.084,RED,0
0.816,0.100,0.084,RED,0
0.764,0.099,0.137,RED,0
0.812,0.096,0.091,RED,0
0.777,0.103,0.120,RED,0
0.779,0.124,0.097,RED,0
0.700,0.098,0.202,RED,0
0.845,0.047,0.107,RED,0
0.859,0.065,0.076,RED,0
0.865,0.065,0.069,RED,0
0.881,0.081,0.037,RED,0
0.866,0.064,0.070,RED,0
0.915,0.052,0.033,RED,0
0.811,0.096,0.093,RED,0
0.918,0.024,0.059,RED,0
0.818,0.074,0.108,RED,0
0.786,0.078,0.135,RED,0
0.897,0.059,0.044,RED,0
0.826,0.094,0.080,RED,0
0.864,0.076,0.060,RED,0
0.824,0.122,0.054,RED,0
0.903,0.045,0.052,RED,0
0.770,0.134,0.095,RED,0
0.904,0.031,0.064,RED,0
0.821,0.074,0.105,RED,0
0.760,0.115,0.124,RED,0
0.826,0.094,0.081,RED,0
0.869,0.062,0.069,RED,0
0.778,0.093,0.129,RED,0
0.841,0.071,0.088,RED,0
0.818,0.092,0.090,RED,0
0.862,0.057,0.081,RED,0
0.853,0.089,0.058,RED,0
0.867,0.063,0.069,RED,0
0.789,0.116,0.095,RED,0
0.813,0.154,0.034,RED,0
0.812,0.102,0.085,RED,0
0.751,0.134,0.114,RED,0
0.905,0.037,0.057,RED,0
0.847,0.077,0.076,RED,0
0.796,0.137,0.067,RED,0
0.849,0.084,0.066,RED,0
0.885,0.027,0.088,RED,0
0.905,0.043,0.052,RED,0
0.807,0.124,0.068,RED,0
0.873,0.069,0.058,RED,0
0.811,0.108,0.081,RED,0
0.879,0.096,0.025,RED,0
0.796,0.093,0.110,RED,0
0.804,0.094,0.101,RED,0
0.929,0.042,0.029,RED,0
0.889,0.062,0.048,RED,0
0.808,0.118,0.074,RED,0
0.825,0.127,0.048,RED,0
0.833,0.042,0.125,RED,0
0.896,0.059,0.045,RED,0
0.835,0.101,0.065,RED,0
0.743,0.151,0.105,RED,0
0.788,0.050,0.162,RED,0
0.806,0.091,0.104,RED,0
0.741,0.106,0.154,RED,0
0.901,0.072,0.027,RED,0
0.763,0.127,0.111,RED,0
0.852,0.064,0.085,RED,0
0.800,0.142,0.058,RED,0
0.821,0.101,0.078,RED,0
0.900,0.055,0.045,RED,0
0.715,0.175,0.110,RED,0
0.755,0.111,0.134,RED,0
0.799,0.093,0.107,RED,0
0.893,0.039,0.069,RED,0
0.829,0.116,0.055,RED,0
0.857,0.094,0.049,RED,0
0.874,0.029,0.096,RED,0
0.842,0.080,0.078,RED,0
0.914,0.044,0.042,RED,0
0.699,0.190,0.112,RED,0
0.868,0.091,0.041,RED,0
0.849,0.066,0.085,RED,0
0.826,0.118,0.055,RED,0
0.821,0.069,0.110,RED,0
0.859,0.081,0.059,RED,0
0.878,0.068,0.055,RED,0
0.875,0.091,0.034,RED,0
0.802,0.047,0.151,RED,0
0.797,0.124,0.080,RED,0
0.789,0.134,0.077,RED,0
0.850,0.062,0.088,RED,0
0.881,0.084,0.034,RED,0
0.891,0.076,0.033,RED,0
0.767,0.091,0.141,RED,0
0.842,0.069,0.089,RED,0
0.861,0.069,0.070,RED,0
0.862,0.063,0.075,RED,0
0.762,0.122,0.117,RED,0
0.839,0.060,0.101,RED,0
0.887,0.036,0.077,RED,0
0.854,0.102,0.044,RED,0
0.852,0.072,0.076,RED,0
0.742,0.154,0.104,RED,0
0.744,0.173,0.084,RED,0
0.823,0.062,0.114,RED,0
0.779,0.135,0.086,RED,0
0.844,0.094,0.062,RED,0
0.777,0.139,0.084,RED,0
0.807,0.131,0.063,RED,0
0.846,0.078,0.076,RED,0
0.870,0.070,0.060,RED,0
0.771,0.105,0.124,RED,0
0.800,0.092,0.108,RED,0
0.808,0.116,0.075,RED,0
0.772,0.113,0.115,RED,0
0.806,0.090,0.104,RED,0
0.882,0.035,0.083,RED,0
0.887,0.064,0.050,RED,0
0.827,0.081,0.092,RED,0
0.855,0.078,0.067,RED,0
0.834,0.070,0.096,RED,0
0.733,0.101,0.166,RED,0
0.739,0.078,0.182,RED,0
0.812,0.064,0.124,RED,0
0.867,0.098,0.035,RED,0
0.818,0.107,0.075,RED,0
0.843,0.100,0.057,RED,0
0.900,0.072,0.027,RED,0
0.866,0.059,0.075,RED,0
0.842,0.072,0.086,RED,0
0.836,0.076,0.088,RED,0
0.832,0.103,0.065,RED,0
0.803,0.094,0.104,RED,0
0.835,0.075,0.090,RED,0
0.825,0.119,0.055,RED,0
0.695,0.209,0.097,RED,0
0.791,0.125,0.084,RED,0
0.856,0.101,0.043,RED,0
0.882,0.089,0.029,RED,0
0.810,0.099,0.092,RED,0
0.858,0.047,0.095,RED,0
0.690,0.151,0.160,RED,0
0.841,0.071,0.088,RED,0
0.835,0.102,0.063,RED,0
0.926,0.030,0.044,RED,0
0.820,0.127,0.053,RED,0
0.883,0.050,0.066,RED,0
0.872,0.053,0.075,RED,0
0.816,0.078,0.106,RED,0
0.837,0.068,0.094,RED,0
0.890,0.077,0.033,RED,0
0.798,0.129,0.073,RED,0
0.816,0.124,0.060,RED,0
0.799,0.112,0.089,RED,0
0.785,0.116,0.099,RED,0
0.824,0.086,0.091,RED,0
0.865,0.093,0.043,RED,0
0.900,0.055,0.045,RED,0
0.848,0.086,0.066,RED,0
0.819,0.103,0.079,RED,0
0.862,0.078,0.060,RED,0
0.851,0.076,0.073,RED,0
0.789,0.114,0.097,RED,0
0.850,0.094,0.057,RED,0
0.732,0.140,0.128,RED,0
0.898,0.052,0.050,RED,0
0.780,0.105,0.115,RED,0
0.828,0.094,0.078,RED,0
0.901,0.038,0.061,RED,0
0.885,0.048,0.067,RED,0
0.805,0.137,0.058,RED,0
0.833,0.058,0.109,RED,0
0.847,0.093,0.060,RED,0
0.815,0.098,0.087,RED,0
0.838,0.092,0.069,RED,0
0.753,0.116,0.132,RED,0
0.885,0.073,0.042,RED,0
0.740,0.137,0.123,RED,0
0.891,0.063,0.046,RED,0
0.860,0.083,0.057,RED,0
0.888,0.073,0.040,RED,0
0.847,0.084,0.068,RED,0
0.926,0.032,0.042,RED,0
0.776,0.100,0.124,RED,0
0.888,0.041,0.071,RED,0
0.852,0.082,0.066,RED,0
0.849,0.049,0.102,RED,0
0.918,0.055,0.027,RED,0
0.764,0.114,0.122,RED,0
0.809,0.091,0.100,RED,0
0.758,0.103,0.139,RED,0
0.890,0.069,0.041,RED,0
0.856,0.076,0.069,RED,0
0.857,0.064,0.080,RED,0
0.757,0.112,0.131,RED,0
0.821,0.077,0.102,RED,0
0.759,0.140,0.101,RED,0
0.840,0.103,0.058,RED,0
0.876,0.059,0.065,RED,0
0.777,0.136,0.087,RED,0
0.859,0.087,0.054,RED,0
0.836,0.085,0.080,RED,0
0.945,0.020,0.036,RED,0
0.794,0.142,0.064,RED,0
0.858,0.063,0.079,RED,0
0.891,0.055,0.055,RED,0
0.886,0.067,0.047,RED,0
0.779,0.111,0.109,RED,0
0.868,0.060,0.072,RED,0
0.885,0.060,0.055,RED,0
0.851,0.060,0.089,RED,0
0.840,0.035,0.125,RED,0
0.851,0.087,0.063,RED,0
0.851,0.070,0.079,RED,0
0.860,0.077,0.063,RED,0
0.846,0.108,0.046,RED,0
0.891,0.063,0.046,RED,0
0.864,0.056,0.079,RED,0
0.818,0.077,0.105,RED,0
0.818,0.073,0.109,RED,0
0.874,0.038,0.087,RED,0
0.858,0.075,0.067,RED,0
0.750,0.108,0.142,RED,0
0.832,0.063,0.105,RED,0
0.796,0.117,0.087,RED,0
0.892,0.060,0.048,RED,0
0.853,0.084,0.062,RED,0
0.750,0.144,0.107,RED,0
0.821,0.095,0.084,RED,0
0.844,0.095,0.061,RED,0
0.815,0.111,0.073,RED,0
0.877,0.044,0.078,RED,0
0.778,0.132,0.090,RED,0
0.851,0.079,0.071,RED,0
0.834,0.094,0.072,RED,0
0.785,0.129,0.086,RED,0
0.830,0.063,0.107,RED,0
0.818,0.082,0.100,RED,0
0.843,0.076,0.081,RED,0
0.837,0.066,0.097,RED,0
0.892,0.037,0.071,RED,0
0.885,0.059,0.055,RED,0
0.777,0.082,0.141,RED,0
0.835,0.098,0.067,RED,0
0.886,0.063,0.051,RED,0
0.713,0.159,0.128,RED,0
0.779,0.093,0.129,RED,0
0.863,0.104,0.033,RED,0
0.814,0.088,0.098,RED,0
0.873,0.060,0.067,RED,0
0.817,0.073,0.110,RED,0
0.831,0.069,0.100,RED,0
0.850,0.140,0.010,RED,0
0.913,0.051,0.036,RED,0
0.791,0.097,0.112,RED,0
0.815,0.087,0.098,RED,0
0.752,0.154,0.094,RED,0
0.839,0.086,0.075,RED,0
0.801,0.082,0.116,RED,0
0.786,0.136,0.078,RED,0
0.896,0.047,0.057,RED,0
0.844,0.039,0.116,RED,0
0.871,0.034,0.095,RED,0
0.774,0.177,0.049,RED,0
0.818,0.135,0.047,RED,0
0.765,0.109,0.126,RED,0
0.874,0.063,0.063,RED,0
0.849,0.102,0.049,RED,0
0.929,0.043,0.028,RED,0
0.777,0.135,0.088,RED,0
0.902,0.053,0.045,RED,0
0.870,0.086,0.044,RED,0
0.810,0.069,0.121,RED,0
0.826,0.060,0.113,RED,0
0.885,0.048,0.067,RED,0
0.851,0.089,0.060,RED,0
0.824,0.033,0.142,RED,0
0.881,0.057,0.061,RED,0
0.785,0.109,0.106,RED,0
0.865,0.060,0.075,RED,0
0.836,0.067,0.097,RED,0
0.819,0.075,0.106,RED,0
0.859,0.068,0.073,RED,0
0.850,0.106,0.044,RED,0
0.908,0.045,0.046,RED,0
0.882,0.060,0.058,RED,0
0.852,0.066,0.082,RED,0
0.816,0.083,0.101,RED,0
0.798,0.137,0.065,RED,0
0.844,0.089,0.067,RED,0
0.731,0.135,0.134,RED,0
0.732,0.151,0.117,RED,0
0.795,0.100,0.105,RED,0
