R,G,B,color_name,class
0.258,0.328,0.414,LIGHT_BLUE,5
0.326,0.243,0.431,LIGHT_BLUE,5
0.202,0.350,0.447,LIGHT_BLUE,5
0.274,0.365,0.362,LIGHT_BLUE,5
0.298,0.347,0.356,LIGHT_BLUE,5
0.271,0.359,0.370,LIGHT_BLUE,5
0.209,0.446,0.345,LIGHT_BLUE,5
0.200,0.381,0.419,LIGHT_BLUE,5
0.349,0.315,0.337,LIGHT_BLUE,5
0.216,0.428,0.356,LIGHT_BLUE,5
0.248,0.274,0.478,LIGHT_BLUE,5
0.254,0.436,0.310,LIGHT_BLUE,5
0.243,0.214,0.543,LIGHT_BLUE,5
0.353,0.363,0.285,LIGHT_BLUE,5
0.266,0.369,0.365,LIGHT_BLUE,5
0.502,0.204,0.294,LIGHT_BLUE,5
0.291,0.344,0.365,LIGHT_BLUE,5
0.182,0.393,0.425,LIGHT_BLUE,5
0.378,0.407,0.214,LIGHT_BLUE,5
0.221,0.448,0.332,LIGHT_BLUE,5
0.302,0.338,0.360,LIGHT_BLUE,5
0.310,0.380,0.311,LIGHT_BLUE,5
0.295,0.309,0.397,LIGHT_BLUE,5
0.227,0.222,0.551,LIGHT_BLUE,5
0.464,0.204,0.332,LIGHT_BLUE,5
0.361,0.288,0.351,LIGHT_BLUE,5
0.302,0.298,0.399,LIGHT_BLUE,5
0.264,0.290,0.446,LIGHT_BLUE,5
0.215,0.342,0.442,LIGHT_BLUE,5
0.299,0.299,0.402,LIGHT_BLUE,5
0.282,0.376,0.343,LIGHT_BLUE,5
0.295,0.333,0.371,LIGHT_BLUE,5
0.240,0.248,0.512,LIGHT_BLUE,5
0.263,0.347,0.390,LIGHT_BLUE,5
0.257,0.414,0.329,LIGHT_BLUE,5
0.207,0.399,0.394,LIGHT_BLUE,5
0.230,0.445,0.324,LIGHT_BLUE,5
0.343,0.362,0.295,LIGHT_BLUE,5
0.213,0.378,0.410,LIGHT_BLUE,5
0.313,0.390,0.297,LIGHT_BLUE,5
0.423,0.280,0.297,LIGHT_BLUE,5
0.273,0.349,0.378,LIGHT_BLUE,5
0.236,0.303,0.461,LIGHT_BLUE,5
0.215,0.441,0.345,LIGHT_BLUE,5
0.163,0.438,0.399,LIGHT_BLUE,5
0.340,0.292,0.368,LIGHT_BLUE,5
0.253,0.251,0.497,LIGHT_BLUE,5
0.235,0.403,0.362,LIGHT_BLUE,5
0.314,0.337,0.349,LIGHT_BLUE,5
0.312,0.368,0.320,LIGHT_BLUE,5
0.190,0.361,0.449,LIGHT_BLUE,5
0.278,0.415,0.307,LIGHT_BLUE,5
0.253,0.385,0.362,LIGHT_BLUE,5
0.264,0.316,0.420,LIGHT_BLUE,5
0.190,0.361,0.449,LIGHT_BLUE,5
0.190,0.301,0.509,LIGHT_BLUE,5
0.258,0.368,0.374,LIGHT_BLUE,5
0.258,0.325,0.417,LIGHT_BLUE,5
0.350,0.364,0.286,LIGHT_BLUE,5
0.182,0.418,0.400,LIGHT_BLUE,5
0.399,0.254,0.347,LIGHT_BLUE,5
0.310,0.236,0.453,LIGHT_BLUE,5
0.203,0.297,0.500,LIGHT_BLUE,5
0.286,0.330,0.384,LIGHT_BLUE,5
0.215,0.463,0.322,LIGHT_BLUE,5
0.288,0.319,0.393,LIGHT_BLUE,5
0.295,0.306,0.399,LIGHT_BLUE,5
0.200,0.339,0.461,LIGHT_BLUE,5
0.259,0.392,0.349,LIGHT_BLUE,5
0.288,0.381,0.330,LIGHT_BLUE,5
0.210,0.462,0.328,LIGHT_BLUE,5
0.271,0.395,0.335,LIGHT_BLUE,5
0.361,0.289,0.349,LIGHT_BLUE,5
0.234,0.379,0.387,LIGHT_BLUE,5
0.200,0.423,0.377,LIGHT_BLUE,5
0.232,0.487,0.281,LIGHT_BLUE,5
0.276,0.381,0.343,LIGHT_BLUE,5
0.393,0.250,0.357,LIGHT_BLUE,5
0.340,0.384,0.276,LIGHT_BLUE,5
0.235,0.406,0.359,LIGHT_BLUE,5
0.390,0.361,0.249,LIGHT_BLUE,5
0.289,0.315,0.397,LIGHT_BLUE,5
0.233,0.382,0.385,LIGHT_BLUE,5
0.261,0.469,0.270,LIGHT_BLUE,5
0.213,0.318,0.469,LIGHT_BLUE,5
0.321,0.345,0.334,LIGHT_BLUE,5
0.341,0.264,0.395,LIGHT_BLUE,5
0.197,0.406,0.397,LIGHT_BLUE,5
0.338,0.330,0.333,LIGHT_BLUE,5
0.274,0.377,0.349,LIGHT_BLUE,5
0.173,0.388,0.439,LIGHT_BLUE,5
0.338,0.317,0.345,LIGHT_BLUE,5
0.208,0.478,0.314,LIGHT_BLUE,5
0.227,0.387,0.385,LIGHT_BLUE,5
0.297,0.391,0.312,LIGHT_BLUE,5
0.255,0.380,0.365,LIGHT_BLUE,5
0.424,0.335,0.241,LIGHT_BLUE,5
0.275,0.481,0.244,LIGHT_BLUE,5
0.292,0.326,0.383,LIGHT_BLUE,5
0.321,0.373,0.306,LIGHT_BLUE,5
0.201,0.549,0.250,LIGHT_BLUE,5
0.291,0.425,0.285,LIGHT_BLUE,5
0.360,0.349,0.291,LIGHT_BLUE,5
0.384,0.352,0.264,LIGHT_BLUE,5
0.215,0.302,0.482,LIGHT_BLUE,5
0.382,0.340,0.278,LIGHT_BLUE,5
0.318,0.361,0.321,LIGHT_BLUE,5
0.334,0.303,0.363,LIGHT_BLUE,5
0.275,0.372,0.353,LIGHT_BLUE,5
0.245,0.422,0.333,LIGHT_BLUE,5
0.322,0.267,0.411,LIGHT_BLUE,5
0.305,0.344,0.350,LIGHT_BLUE,5
0.215,0.397,0.388,LIGHT_BLUE,5
0.274,0.305,0.421,LIGHT_BLUE,5
0.333,0.366,0.301,LIGHT_BLUE,5
0.223,0.403,0.374,LIGHT_BLUE,5
0.210,0.431,0.359,LIGHT_BLUE,5
0.262,0.273,0.466,LIGHT_BLUE,5
0.309,0.329,0.362,LIGHT_BLUE,5
0.259,0.389,0.352,LIGHT_BLUE,5
0.192,0.458,0.350,LIGHT_BLUE,5
0.317,0.416,0.268,LIGHT_BLUE,5
0.206,0.363,0.432,LIGHT_BLUE,5
0.249,0.312,0.439,LIGHT_BLUE,5
0.242,0.409,0.349,LIGHT_BLUE,5
0.277,0.314,0.409,LIGHT_BLUE,5
0.321,0.275,0.404,LIGHT_BLUE,5
0.203,0.370,0.426,LIGHT_BLUE,5
0.275,0.432,0.293,LIGHT_BLUE,5
0.274,0.306,0.420,LIGHT_BLUE,5
0.307,0.225,0.468,LIGHT_BLUE,5
0.344,0.338,0.318,LIGHT_BLUE,5
0.256,0.393,0.350,LIGHT_BLUE,5
0.168,0.408,0.424,LIGHT_BLUE,5
0.304,0.204,0.492,LIGHT_BLUE,5
0.205,0.429,0.366,LIGHT_BLUE,5
0.173,0.407,0.420,LIGHT_BLUE,5
0.236,0.363,0.401,LIGHT_BLUE,5
0.358,0.284,0.358,LIGHT_BLUE,5
0.292,0.298,0.410,LIGHT_BLUE,5
0.223,0.505,0.272,LIGHT_BLUE,5
0.216,0.351,0.432,LIGHT_BLUE,5
0.347,0.297,0.356,LIGHT_BLUE,5
0.202,0.405,0.393,LIGHT_BLUE,5
0.230,0.502,0.268,LIGHT_BLUE,5
0.295,0.225,0.480,LIGHT_BLUE,5
0.286,0.402,0.312,LIGHT_BLUE,5
0.196,0.376,0.428,LIGHT_BLUE,5
0.249,0.328,0.423,LIGHT_BLUE,5
0.288,0.297,0.415,LIGHT_BLUE,5
0.309,0.379,0.312,LIGHT_BLUE,5
0.394,0.284,0.322,LIGHT_BLUE,5
0.260,0.382,0.357,LIGHT_BLUE,5
0.239,0.394,0.366,LIGHT_BLUE,5
0.193,0.457,0.350,LIGHT_BLUE,5
0.173,0.451,0.376,LIGHT_BLUE,5
0.332,0.325,0.343,LIGHT_BLUE,5
0.278,0.387,0.335,LIGHT_BLUE,5
0.339,0.184,0.477,LIGHT_BLUE,5
0.142,0.322,0.536,LIGHT_BLUE,5
0.315,0.327,0.359,LIGHT_BLUE,5
0.320,0.358,0.322,LIGHT_BLUE,5
0.256,0.376,0.367,LIGHT_BLUE,5
0.259,0.335,0.406,LIGHT_BLUE,5
0.220,0.454,0.326,LIGHT_BLUE,5
0.218,0.394,0.388,LIGHT_BLUE,5
0.230,0.456,0.314,LIGHT_BLUE,5
0.314,0.334,0.352,LIGHT_BLUE,5
0.310,0.371,0.319,LIGHT_BLUE,5
0.245,0.434,0.321,LIGHT_BLUE,5
0.311,0.416,0.273,LIGHT_BLUE,5
0.265,0.269,0.466,LIGHT_BLUE,5
0.203,0.402,0.395,LIGHT_BLUE,5
0.263,0.332,0.405,LIGHT_BLUE,5
0.214,0.220,0.566,LIGHT_BLUE,5
0.311,0.256,0.433,LIGHT_BLUE,5
0.299,0.277,0.424,LIGHT_BLUE,5
0.268,0.229,0.504,LIGHT_BLUE,5
0.279,0.351,0.370,LIGHT_BLUE,5
0.202,0.388,0.410,LIGHT_BLUE,5
0.195,0.391,0.415,LIGHT_BLUE,5
0.372,0.335,0.293,LIGHT_BLUE,5
0.275,0.388,0.337,LIGHT_BLUE,5
0.222,0.399,0.380,LIGHT_BLUE,5
0.275,0.283,0.442,LIGHT_BLUE,5
0.308,0.312,0.380,LIGHT_BLUE,5
0.248,0.307,0.445,LIGHT_BLUE,5
0.343,0.250,0.407,LIGHT_BLUE,5
0.253,0.409,0.338,LIGHT_BLUE,5
0.196,0.359,0.445,LIGHT_BLUE,5
0.239,0.369,0.392,LIGHT_BLUE,5
0.306,0.331,0.363,LIGHT_BLUE,5
0.325,0.275,0.401,LIGHT_BLUE,5
0.273,0.333,0.394,LIGHT_BLUE,5
0.310,0.289,0.401,LIGHT_BLUE,5
0.152,0.384,0.464,LIGHT_BLUE,5
0.254,0.373,0.373,LIGHT_BLUE,5
0.272,0.345,0.383,LIGHT_BLUE,5
0.317,0.346,0.337,LIGHT_BLUE,5
0.262,0.405,0.333,LIGHT_BLUE,5
0.409,0.318,0.274,LIGHT_BLUE,5
0.180,0.426,0.393,LIGHT_BLUE,5
0.324,0.370,0.306,LIGHT_BLUE,5
0.253,0.367,0.380,LIGHT_BLUE,5
0.319,0.364,0.316,LIGHT_BLUE,5
0.243,0.370,0.388,LIGHT_BLUE,5
0.235,0.379,0.385,LIGHT_BLUE,5
0.329,0.269,0.403,LIGHT_BLUE,5
0.325,0.293,0.383,LIGHT_BLUE,5
0.277,0.352,0.371,LIGHT_BLUE,5
0.227,0.324,0.449,LIGHT_BLUE,5
0.262,0.333,0.405,LIGHT_BLUE,5
0.196,0.350,0.454,LIGHT_BLUE,5
0.350,0.278,0.372,LIGHT_BLUE,5
0.229,0.364,0.407,LIGHT_BLUE,5
0.280,0.342,0.378,LIGHT_BLUE,5
0.242,0.325,0.433,LIGHT_BLUE,5
0.286,0.297,0.418,LIGHT_BLUE,5
0.287,0.432,0.281,LIGHT_BLUE,5
0.388,0.282,0.330,LIGHT_BLUE,5
0.326,0.398,0.277,LIGHT_BLUE,5
0.265,0.375,0.360,LIGHT_BLUE,5
0.325,0.273,0.402,LIGHT_BLUE,5
0.264,0.389,0.347,LIGHT_BLUE,5
0.174,0.456,0.371,LIGHT_BLUE,5
0.299,0.270,0.431,LIGHT_BLUE,5
0.310,0.437,0.253,LIGHT_BLUE,5
0.284,0.236,0.481,LIGHT_BLUE,5
0.279,0.316,0.404,LIGHT_BLUE,5
0.285,0.238,0.478,LIGHT_BLUE,5
0.271,0.352,0.376,LIGHT_BLUE,5
0.334,0.267,0.399,LIGHT_BLUE,5
0.191,0.429,0.380,LIGHT_BLUE,5
0.132,0.325,0.543,LIGHT_BLUE,5
0.198,0.479,0.323,LIGHT_BLUE,5
0.190,0.349,0.461,LIGHT_BLUE,5
0.256,0.315,0.429,LIGHT_BLUE,5
0.172,0.143,0.685,LIGHT_BLUE,5
0.331,0.281,0.387,LIGHT_BLUE,5
0.271,0.389,0.340,LIGHT_BLUE,5
0.313,0.335,0.352,LIGHT_BLUE,5
0.305,0.364,0.331,LIGHT_BLUE,5
0.336,0.275,0.389,LIGHT_BLUE,5
0.216,0.456,0.329,LIGHT_BLUE,5
0.196,0.338,0.466,LIGHT_BLUE,5
0.335,0.332,0.333,LIGHT_BLUE,5
0.265,0.439,0.296,LIGHT_BLUE,5
0.329,0.345,0.325,LIGHT_BLUE,5
0.267,0.433,0.300,LIGHT_BLUE,5
0.267,0.406,0.327,LIGHT_BLUE,5
0.218,0.337,0.445,LIGHT_BLUE,5
0.221,0.461,0.318,LIGHT_BLUE,5
0.242,0.359,0.399,LIGHT_BLUE,5
0.350,0.338,0.312,LIGHT_BLUE,5
0.297,0.262,0.441,LIGHT_BLUE,5
0.348,0.321,0.332,LIGHT_BLUE,5
0.270,0.352,0.378,LIGHT_BLUE,5
0.256,0.349,0.395,LIGHT_BLUE,5
0.166,0.410,0.425,LIGHT_BLUE,5
0.257,0.423,0.320,LIGHT_BLUE,5
0.428,0.327,0.246,LIGHT_BLUE,5
0.295,0.208,0.497,LIGHT_BLUE,5
0.277,0.327,0.396,LIGHT_BLUE,5
0.221,0.388,0.392,LIGHT_BLUE,5
0.261,0.264,0.475,LIGHT_BLUE,5
0.324,0.369,0.306,LIGHT_BLUE,5
0.220,0.463,0.317,LIGHT_BLUE,5
0.323,0.344,0.334,LIGHT_BLUE,5
0.270,0.357,0.373,LIGHT_BLUE,5
0.282,0.352,0.366,LIGHT_BLUE,5
0.330,0.278,0.392,LIGHT_BLUE,5
0.242,0.279,0.479,LIGHT_BLUE,5
0.204,0.357,0.439,LIGHT_BLUE,5
0.232,0.366,0.402,LIGHT_BLUE,5
0.208,0.261,0.531,LIGHT_BLUE,5
0.395,0.233,0.372,LIGHT_BLUE,5
0.213,0.289,0.498,LIGHT_BLUE,5
0.336,0.379,0.285,LIGHT_BLUE,5
0.186,0.390,0.424,LIGHT_BLUE,5
0.354,0.357,0.289,LIGHT_BLUE,5
0.378,0.293,0.330,LIGHT_BLUE,5
0.247,0.367,0.386,LIGHT_BLUE,5
0.352,0.366,0.283,LIGHT_BLUE,5
0.261,0.378,0.361,LIGHT_BLUE,5
0.239,0.306,0.455,LIGHT_BLUE,5
0.158,0.516,0.326,LIGHT_BLUE,5
0.258,0.533,0.208,LIGHT_BLUE,5
0.233,0.350,0.417,LIGHT_BLUE,5
0.280,0.472,0.248,LIGHT_BLUE,5
0.273,0.436,0.291,LIGHT_BLUE,5
0.249,0.428,0.323,LIGHT_BLUE,5
0.247,0.334,0.418,LIGHT_BLUE,5
0.371,0.350,0.280,LIGHT_BLUE,5
0.365,0.352,0.284,LIGHT_BLUE,5
0.397,0.280,0.324,LIGHT_BLUE,5
0.369,0.353,0.277,LIGHT_BLUE,5
0.265,0.275,0.460,LIGHT_BLUE,5
0.309,0.440,0.251,LIGHT_BLUE,5
0.334,0.260,0.406,LIGHT_BLUE,5
0.220,0.426,0.353,LIGHT_BLUE,5
0.247,0.217,0.536,LIGHT_BLUE,5
0.238,0.400,0.362,LIGHT_BLUE,5
0.277,0.383,0.341,LIGHT_BLUE,5
0.240,0.425,0.335,LIGHT_BLUE,5
0.272,0.355,0.372,LIGHT_BLUE,5
0.243,0.353,0.404,LIGHT_BLUE,5
0.269,0.366,0.365,LIGHT_BLUE,5
0.306,0.387,0.306,LIGHT_BLUE,5
0.306,0.439,0.255,LIGHT_BLUE,5
0.385,0.427,0.188,LIGHT_BLUE,5
0.338,0.452,0.210,LIGHT_BLUE,5
0.399,0.272,0.329,LIGHT_BLUE,5
0.345,0.315,0.341,LIGHT_BLUE,5
0.243,0.484,0.273,LIGHT_BLUE,5
0.180,0.405,0.416,LIGHT_BLUE,5
0.244,0.347,0.408,LIGHT_BLUE,5
0.217,0.495,0.288,LIGHT_BLUE,5
0.309,0.298,0.393,LIGHT_BLUE,5
0.377,0.387,0.236,LIGHT_BLUE,5
0.176,0.407,0.417,LIGHT_BLUE,5
0.213,0.406,0.381,LIGHT_BLUE,5
0.152,0.494,0.354,LIGHT_BLUE,5
0.259,0.314,0.427,LIGHT_BLUE,5
0.323,0.270,0.407,LIGHT_BLUE,5
0.219,0.341,0.440,LIGHT_BLUE,5
0.375,0.272,0.353,LIGHT_BLUE,5
0.300,0.480,0.220,LIGHT_BLUE,5
0.479,0.212,0.309,LIGHT_BLUE,5
0.339,0.306,0.355,LIGHT_BLUE,5
0.291,0.319,0.390,LIGHT_BLUE,5
0.208,0.388,0.404,LIGHT_BLUE,5
0.236,0.296,0.468,LIGHT_BLUE,5
0.236,0.408,0.356,LIGHT_BLUE,5
0.309,0.304,0.387,LIGHT_BLUE,5
0.281,0.375,0.343,LIGHT_BLUE,5
0.126,0.482,0.392,LIGHT_BLUE,5
0.220,0.332,0.447,LIGHT_BLUE,5
0.172,0.326,0.503,LIGHT_BLUE,5
0.326,0.307,0.366,LIGHT_BLUE,5
0.283,0.267,0.450,LIGHT_BLUE,5
0.346,0.288,0.366,LIGHT_BLUE,5
0.238,0.285,0.477,LIGHT_BLUE,5
0.257,0.414,0.329,LIGHT_BLUE,5
0.278,0.259,0.462,LIGHT_BLUE,5
0.233,0.392,0.375,LIGHT_BLUE,5
0.269,0.224,0.507,LIGHT_BLUE,5
0.254,0.313,0.433,LIGHT_BLUE,5
0.333,0.344,0.323,LIGHT_BLUE,5
0.215,0.373,0.412,LIGHT_BLUE,5
0.287,0.330,0.383,LIGHT_BLUE,5
0.291,0.352,0.357,LIGHT_BLUE,5
0.252,0.430,0.318,LIGHT_BLUE,5
0.294,0.308,0.397,LIGHT_BLUE,5
0.235,0.400,0.365,LIGHT_BLUE,5
0.237,0.369,0.394,LIGHT_BLUE,5
0.320,0.288,0.392,LIGHT_BLUE,5
0.201,0.287,0.512,LIGHT_BLUE,5
0.313,0.298,0.389,LIGHT_BLUE,5
0.330,0.254,0.415,LIGHT_BLUE,5
0.310,0.294,0.396,LIGHT_BLUE,5
0.243,0.411,0.346,LIGHT_BLUE,5
0.263,0.434,0.303,LIGHT_BLUE,5
0.233,0.445,0.322,LIGHT_BLUE,5
0.310,0.346,0.344,LIGHT_BLUE,5
0.216,0.337,0.447,LIGHT_BLUE,5
0.228,0.243,0.529,LIGHT_BLUE,5
0.322,0.272,0.406,LIGHT_BLUE,5
0.264,0.321,0.415,LIGHT_BLUE,5
0.449,0.348,0.203,LIGHT_BLUE,5
0.314,0.317,0.369,LIGHT_BLUE,5
0.402,0.268,0.331,LIGHT_BLUE,5
0.177,0.401,0.423,LIGHT_BLUE,5
0.256,0.460,0.284,LIGHT_BLUE,5
0.241,0.422,0.338,LIGHT_BLUE,5
0.190,0.463,0.348,LIGHT_BLUE,5
0.139,0.469,0.391,LIGHT_BLUE,5
0.331,0.277,0.392,LIGHT_BLUE,5
0.355,0.300,0.346,LIGHT_BLUE,5
0.265,0.333,0.401,LIGHT_BLUE,5
0.220,0.396,0.384,LIGHT_BLUE,5
0.283,0.367,0.350,LIGHT_BLUE,5
0.318,0.378,0.304,LIGHT_BLUE,5
0.348,0.327,0.326,LIGHT_BLUE,5
0.190,0.305,0.504,LIGHT_BLUE,5
0.319,0.411,0.270,LIGHT_BLUE,5
0.221,0.339,0.440,LIGHT_BLUE,5
0.365,0.342,0.293,LIGHT_BLUE,5
0.175,0.408,0.417,LIGHT_BLUE,5
0.165,0.440,0.395,LIGHT_BLUE,5
