R,G,B,color_name,class
0.677,0.218,0.105,ORANGE,1
0.641,0.239,0.120,ORANGE,1
0.645,0.221,0.135,ORANGE,1
0.609,0.298,0.093,ORANGE,1
0.685,0.225,0.091,ORANGE,1
0.627,0.270,0.103,ORANGE,1
0.478,0.395,0.126,ORANGE,1
0.660,0.216,0.124,ORANGE,1
0.627,0.323,0.050,ORANGE,1
0.657,0.256,0.087,ORANGE,1
0.736,0.165,0.100,ORANGE,1
0.606,0.294,0.100,ORANGE,1
0.516,0.385,0.099,ORANGE,1
0.625,0.272,0.103,ORANGE,1
0.647,0.294,0.060,ORANGE,1
0.628,0.292,0.080,ORANGE,1
0.512,0.291,0.197,ORANGE,1
0.575,0.338,0.087,ORANGE,1
0.738,0.156,0.105,ORANGE,1
0.620,0.254,0.126,ORANGE,1
0.714,0.167,0.119,ORANGE,1
0.623,0.269,0.108,ORANGE,1
0.608,0.320,0.073,ORANGE,1
0.568,0.288,0.144,ORANGE,1
0.636,0.292,0.072,ORANGE,1
0.541,0.405,0.054,ORANGE,1
0.604,0.270,0.127,ORANGE,1
0.556,0.339,0.106,ORANGE,1
0.492,0.373,0.135,ORANGE,1
0.711,0.214,0.075,ORANGE,1
0.650,0.282,0.068,ORANGE,1
0.689,0.256,0.055,ORANGE,1
0.620,0.312,0.068,ORANGE,1
0.611,0.260,0.129,ORANGE,1
0.485,0.416,0.100,ORANGE,1
0.712,0.251,0.037,ORANGE,1
0.570,0.276,0.155,ORANGE,1
0.610,0.203,0.187,ORANGE,1
0.658,0.260,0.081,ORANGE,1
0.499,0.276,0.224,ORANGE,1
0.672,0.221,0.107,ORANGE,1
0.643,0.256,0.101,ORANGE,1
0.449,0.459,0.092,ORANGE,1
0.722,0.194,0.085,ORANGE,1
0.553,0.347,0.100,ORANGE,1
0.659,0.195,0.145,ORANGE,1
0.703,0.195,0.101,ORANGE,1
0.656,0.232,0.113,ORANGE,1
0.604,0.298,0.098,ORANGE,1
0.612,0.334,0.054,ORANGE,1
0.636,0.214,0.150,ORANGE,1
0.781,0.164,0.056,ORANGE,1
0.585,0.281,0.134,ORANGE,1
0.636,0.239,0.125,ORANGE,1
0.599,0.289,0.112,ORANGE,1
0.632,0.242,0.126,ORANGE,1
0.576,0.332,0.092,ORANGE,1
0.748,0.170,0.082,ORANGE,1
0.592,0.283,0.125,ORANGE,1
0.662,0.282,0.056,ORANGE,1
0.601,0.290,0.109,ORANGE,1
0.722,0.213,0.065,ORANGE,1
0.626,0.235,0.139,ORANGE,1
0.731,0.229,0.041,ORANGE,1
0.646,0.230,0.124,ORANGE,1
0.693,0.206,0.101,ORANGE,1
0.686,0.213,0.101,ORANGE,1
0.665,0.228,0.106,ORANGE,1
0.534,0.339,0.127,ORANGE,1
0.761,0.174,0.065,ORANGE,1
0.600,0.251,0.149,ORANGE,1
0.650,0.258,0.093,ORANGE,1
0.603,0.363,0.034,ORANGE,1
0.501,0.407,0.092,ORANGE,1
0.624,0.266,0.110,ORANGE,1
0.698,0.202,0.100,ORANGE,1
0.510,0.396,0.094,ORANGE,1
0.439,0.359,0.202,ORANGE,1
0.636,0.285,0.079,ORANGE,1
0.616,0.215,0.169,ORANGE,1
0.704,0.234,0.062,ORANGE,1
0.547,0.370,0.083,ORANGE,1
0.681,0.225,0.095,ORANGE,1
0.557,0.381,0.062,ORANGE,1
0.564,0.286,0.150,ORANGE,1
0.657,0.291,0.051,ORANGE,1
0.608,0.269,0.124,ORANGE,1
0.692,0.199,0.109,ORANGE,1
0.644,0.209,0.147,ORANGE,1
0.628,0.271,0.100,ORANGE,1
0.717,0.200,0.083,ORANGE,1
0.582,0.292,0.126,ORANGE,1
0.604,0.294,0.102,ORANGE,1
0.534,0.310,0.155,ORANGE,1
0.699,0.203,0.097,ORANGE,1
0.730,0.181,0.089,ORANGE,1
0.607,0.266,0.127,ORANGE,1
0.503,0.376,0.121,ORANGE,1
0.651,0.244,0.105,ORANGE,1
0.471,0.429,0.101,ORANGE,1
0.548,0.292,0.160,ORANGE,1
0.609,0.309,0.082,ORANGE,1
0.613,0.216,0.171,ORANGE,1
0.629,0.258,0.112,ORANGE,1
0.573,0.347,0.081,ORANGE,1
0.628,0.252,0.120,ORANGE,1
0.674,0.219,0.107,ORANGE,1
0.664,0.262,0.074,ORANGE,1
0.621,0.282,0.096,ORANGE,1
0.507,0.332,0.161,ORANGE,1
0.676,0.275,0.048,ORANGE,1
0.600,0.251,0.149,ORANGE,1
0.767,0.172,0.061,ORANGE,1
0.655,0.215,0.130,ORANGE,1
0.574,0.319,0.106,ORANGE,1
0.689,0.197,0.114,ORANGE,1
0.746,0.170,0.083,ORANGE,1
0.590,0.270,0.140,ORANGE,1
0.653,0.243,0.104,ORANGE,1
0.554,0.271,0.175,ORANGE,1
0.578,0.307,0.116,ORANGE,1
0.575,0.335,0.090,ORANGE,1
0.572,0.273,0.155,ORANGE,1
0.497,0.375,0.128,ORANGE,1
0.673,0.191,0.136,ORANGE,1
0.525,0.288,0.186,ORANGE,1
0.643,0.252,0.104,ORANGE,1
0.547,0.374,0.079,ORANGE,1
0.682,0.182,0.136,ORANGE,1
0.489,0.389,0.122,ORANGE,1
0.547,0.318,0.135,ORANGE,1
0.726,0.204,0.069,ORANGE,1
0.520,0.329,0.150,ORANGE,1
0.700,0.187,0.113,ORANGE,1
0.579,0.366,0.055,ORANGE,1
0.539,0.272,0.189,ORANGE,1
0.556,0.321,0.123,ORANGE,1
0.621,0.260,0.119,ORANGE,1
0.626,0.232,0.142,ORANGE,1
0.591,0.337,0.072,ORANGE,1
0.592,0.299,0.109,ORANGE,1
0.603,0.294,0.102,ORANGE,1
0.656,0.262,0.082,ORANGE,1
0.465,0.445,0.090,ORANGE,1
0.687,0.196,0.117,ORANGE,1
0.659,0.245,0.096,ORANGE,1
0.642,0.255,0.103,ORANGE,1
0.630,0.195,0.175,ORANGE,1
0.530,0.343,0.127,ORANGE,1
0.730,0.207,0.063,ORANGE,1
0.607,0.246,0.148,ORANGE,1
0.625,0.283,0.092,ORANGE,1
0.515,0.360,0.126,ORANGE,1
0.550,0.388,0.062,ORANGE,1
0.649,0.292,0.059,ORANGE,1
0.662,0.214,0.124,ORANGE,1
0.557,0.349,0.094,ORANGE,1
0.647,0.233,0.121,ORANGE,1
0.483,0.467,0.050,ORANGE,1
0.722,0.195,0.083,ORANGE,1
0.656,0.227,0.118,ORANGE,1
0.706,0.191,0.103,ORANGE,1
0.598,0.299,0.103,ORANGE,1
0.634,0.302,0.063,ORANGE,1
0.668,0.234,0.098,ORANGE,1
0.606,0.245,0.149,ORANGE,1
0.562,0.267,0.170,ORANGE,1
0.636,0.265,0.099,ORANGE,1
0.617,0.261,0.122,ORANGE,1
0.554,0.350,0.096,ORANGE,1
0.739,0.159,0.103,ORANGE,1
0.611,0.256,0.132,ORANGE,1
0.477,0.385,0.138,ORANGE,1
0.483,0.357,0.160,ORANGE,1
0.701,0.237,0.063,ORANGE,1
0.709,0.215,0.076,ORANGE,1
0.561,0.292,0.146,ORANGE,1
0.591,0.208,0.201,ORANGE,1
0.670,0.250,0.080,ORANGE,1
0.520,0.395,0.085,ORANGE,1
0.651,0.262,0.087,ORANGE,1
0.699,0.228,0.073,ORANGE,1
0.636,0.251,0.113,ORANGE,1
0.566,0.305,0.130,ORANGE,1
0.517,0.421,0.062,ORANGE,1
0.510,0.363,0.127,ORANGE,1
0.662,0.272,0.067,ORANGE,1
0.574,0.348,0.078,ORANGE,1
0.594,0.311,0.095,ORANGE,1
0.578,0.238,0.185,ORANGE,1
0.643,0.229,0.128,ORANGE,1
0.535,0.323,0.142,ORANGE,1
0.667,0.228,0.105,ORANGE,1
0.531,0.327,0.142,ORANGE,1
0.673,0.210,0.118,ORANGE,1
0.616,0.262,0.121,ORANGE,1
0.553,0.278,0.169,ORANGE,1
0.585,0.289,0.126,ORANGE,1
0.682,0.164,0.154,ORANGE,1
0.631,0.226,0.143,ORANGE,1
0.629,0.267,0.104,ORANGE,1
0.507,0.406,0.087,ORANGE,1
0.488,0.352,0.160,ORANGE,1
0.601,0.229,0.170,ORANGE,1
0.581,0.338,0.081,ORANGE,1
0.645,0.272,0.083,ORANGE,1
0.579,0.329,0.092,ORANGE,1
0.519,0.367,0.114,ORANGE,1
0.520,0.386,0.093,ORANGE,1
0.576,0.323,0.101,ORANGE,1
0.600,0.286,0.114,ORANGE,1
0.433,0.352,0.215,ORANGE,1
0.615,0.259,0.126,ORANGE,1
0.621,0.248,0.131,ORANGE,1
0.609,0.221,0.170,ORANGE,1
0.555,0.334,0.111,ORANGE,1
0.593,0.346,0.061,ORANGE,1
0.650,0.296,0.054,ORANGE,1
0.410,0.540,0.050,ORANGE,1
0.622,0.335,0.043,ORANGE,1
0.618,0.305,0.077,ORANGE,1
0.523,0.321,0.156,ORANGE,1
0.592,0.256,0.152,ORANGE,1
0.683,0.250,0.067,ORANGE,1
0.686,0.249,0.065,ORANGE,1
0.523,0.353,0.124,ORANGE,1
0.582,0.309,0.109,ORANGE,1
0.709,0.243,0.048,ORANGE,1
0.390,0.446,0.164,ORANGE,1
0.545,0.350,0.105,ORANGE,1
0.511,0.347,0.142,ORANGE,1
0.554,0.313,0.133,ORANGE,1
0.541,0.303,0.156,ORANGE,1
0.706,0.198,0.096,ORANGE,1
0.630,0.253,0.116,ORANGE,1
0.618,0.309,0.073,ORANGE,1
0.551,0.301,0.148,ORANGE,1
0.599,0.293,0.108,ORANGE,1
0.604,0.266,0.130,ORANGE,1
0.633,0.276,0.091,ORANGE,1
0.700,0.220,0.081,ORANGE,1
0.567,0.327,0.106,ORANGE,1
0.599,0.274,0.127,ORANGE,1
0.703,0.233,0.064,ORANGE,1
0.584,0.321,0.095,ORANGE,1
0.663,0.262,0.075,ORANGE,1
0.544,0.344,0.112,ORANGE,1
0.641,0.264,0.096,ORANGE,1
0.675,0.282,0.043,ORANGE,1
0.584,0.376,0.040,ORANGE,1
0.581,0.319,0.100,ORANGE,1
0.701,0.236,0.063,ORANGE,1
0.630,0.214,0.157,ORANGE,1
0.637,0.266,0.096,ORANGE,1
0.571,0.353,0.077,ORANGE,1
0.624,0.288,0.088,ORANGE,1
0.705,0.226,0.069,ORANGE,1
0.480,0.346,0.174,ORANGE,1
0.749,0.179,0.072,ORANGE,1
0.570,0.382,0.048,ORANGE,1
0.677,0.205,0.119,ORANGE,1
0.672,0.278,0.050,ORANGE,1
0.648,0.174,0.178,ORANGE,1
0.676,0.254,0.070,ORANGE,1
0.552,0.302,0.146,ORANGE,1
0.468,0.302,0.230,ORANGE,1
0.556,0.318,0.126,ORANGE,1
0.540,0.382,0.078,ORANGE,1
0.659,0.273,0.068,ORANGE,1
0.735,0.179,0.087,ORANGE,1
0.703,0.242,0.055,ORANGE,1
0.720,0.207,0.073,ORANGE,1
0.589,0.298,0.113,ORANGE,1
0.534,0.338,0.128,ORANGE,1
0.586,0.298,0.115,ORANGE,1
0.574,0.362,0.064,ORANGE,1
0.595,0.292,0.113,ORANGE,1
0.561,0.278,0.161,ORANGE,1
0.647,0.270,0.082,ORANGE,1
0.608,0.269,0.123,ORANGE,1
0.572,0.306,0.121,ORANGE,1
0.665,0.221,0.114,ORANGE,1
0.599,0.285,0.116,ORANGE,1
0.686,0.239,0.075,ORANGE,1
0.596,0.267,0.137,ORANGE,1
0.697,0.225,0.078,ORANGE,1
0.650,0.255,0.095,ORANGE,1
0.518,0.420,0.062,ORANGE,1
0.589,0.283,0.127,ORANGE,1
0.663,0.235,0.103,ORANGE,1
0.605,0.290,0.105,ORANGE,1
0.536,0.338,0.126,ORANGE,1
0.694,0.235,0.072,ORANGE,1
0.682,0.259,0.059,ORANGE,1
0.725,0.224,0.051,ORANGE,1
0.514,0.391,0.094,ORANGE,1
0.576,0.283,0.141,ORANGE,1
0.541,0.329,0.130,ORANGE,1
0.628,0.305,0.067,ORANGE,1
0.635,0.252,0.113,ORANGE,1
0.748,0.140,0.113,ORANGE,1
0.666,0.171,0.162,ORANGE,1
0.544,0.276,0.180,ORANGE,1
0.621,0.309,0.070,ORANGE,1
0.585,0.270,0.145,ORANGE,1
0.699,0.182,0.119,ORANGE,1
0.628,0.231,0.141,ORANGE,1
0.576,0.344,0.080,ORANGE,1
0.493,0.376,0.132,ORANGE,1
0.600,0.267,0.133,ORANGE,1
0.671,0.248,0.081,ORANGE,1
0.529,0.395,0.076,ORANGE,1
0.605,0.281,0.114,ORANGE,1
0.614,0.293,0.093,ORANGE,1
0.636,0.270,0.094,ORANGE,1
0.591,0.237,0.172,ORANGE,1
0.553,0.309,0.139,ORANGE,1
0.567,0.261,0.172,ORANGE,1
0.512,0.404,0.084,ORANGE,1
0.582,0.337,0.081,ORANGE,1
0.585,0.309,0.106,ORANGE,1
0.442,0.356,0.202,ORANGE,1
0.465,0.456,0.079,ORANGE,1
0.677,0.243,0.081,ORANGE,1
0.563,0.308,0.129,ORANGE,1
0.553,0.311,0.136,ORANGE,1
0.444,0.396,0.159,ORANGE,1
0.671,0.178,0.151,ORANGE,1
0.645,0.274,0.081,ORANGE,1
0.612,0.272,0.116,ORANGE,1
0.443,0.346,0.211,ORANGE,1
0.678,0.235,0.087,ORANGE,1
0.543,0.320,0.137,ORANGE,1
0.685,0.171,0.144,ORANGE,1
0.503,0.461,0.036,ORANGE,1
0.681,0.241,0.078,ORANGE,1
0.688,0.208,0.104,ORANGE,1
0.576,0.334,0.090,ORANGE,1
0.707,0.230,0.063,ORANGE,1
0.611,0.272,0.116,ORANGE,1
0.636,0.268,0.096,ORANGE,1
0.752,0.163,0.085,ORANGE,1
0.588,0.308,0.103,ORANGE,1
0.542,0.277,0.181,ORANGE,1
0.584,0.319,0.097,ORANGE,1
0.614,0.272,0.114,ORANGE,1
0.584,0.310,0.106,ORANGE,1
0.717,0.156,0.127,ORANGE,1
0.446,0.463,0.091,ORANGE,1
0.656,0.238,0.105,ORANGE,1
0.701,0.209,0.090,ORANGE,1
0.535,0.283,0.182,ORANGE,1
0.577,0.288,0.136,ORANGE,1
0.485,0.419,0.096,ORANGE,1
0.615,0.288,0.097,ORANGE,1
0.579,0.321,0.101,ORANGE,1
0.693,0.219,0.089,ORANGE,1
0.671,0.246,0.083,ORANGE,1
0.573,0.364,0.063,ORANGE,1
0.461,0.376,0.163,ORANGE,1
0.619,0.249,0.131,ORANGE,1
0.384,0.447,0.169,ORANGE,1
0.495,0.360,0.145,ORANGE,1
0.531,0.411,0.058,ORANGE,1
0.550,0.325,0.126,ORANGE,1
0.528,0.304,0.168,ORANGE,1
0.607,0.268,0.124,ORANGE,1
0.664,0.250,0.086,ORANGE,1
0.395,0.470,0.135,ORANGE,1
0.568,0.385,0.047,ORANGE,1
0.594,0.287,0.119,ORANGE,1
0.539,0.363,0.099,ORANGE,1
0.666,0.210,0.124,ORANGE,1
0.644,0.224,0.132,ORANGE,1
0.582,0.357,0.062,ORANGE,1
0.568,0.320,0.112,ORANGE,1
0.626,0.267,0.107,ORANGE,1
0.648,0.269,0.083,ORANGE,1
0.565,0.341,0.094,ORANGE,1
0.608,0.228,0.164,ORANGE,1
0.402,0.387,0.211,ORANGE,1
0.533,0.281,0.186,ORANGE,1
0.620,0.248,0.132,ORANGE,1
0.624,0.291,0.085,ORANGE,1
0.651,0.276,0.073,ORANGE,1
0.660,0.251,0.088,ORANGE,1
0.635,0.320,0.045,ORANGE,1
0.580,0.284,0.136,ORANGE,1
0.614,0.242,0.144,ORANGE,1
0.694,0.212,0.094,ORANGE,1
0.582,0.328,0.091,ORANGE,1
0.479,0.375,0.146,ORANGE,1
0.585,0.339,0.076,ORANGE,1
0.561,0.316,0.124,ORANGE,1
0.399,0.474,0.127,ORANGE,1
0.580,0.337,0.083,ORANGE,1
0.574,0.310,0.117,ORANGE,1
0.556,0.282,0.162,ORANGE,1
0.713,0.224,0.063,ORANGE,1
0.625,0.263,0.113,ORANGE,1
0.630,0.269,0.101,ORANGE,1
0.591,0.258,0.151,ORANGE,1
0.623,0.239,0.139,ORANGE,1
0.474,0.403,0.123,ORANGE,1
0.659,0.252,0.089,ORANGE,1
0.604,0.253,0.143,ORANGE,1
0.581,0.334,0.085,ORANGE,1
0.804,0.145,0.051,ORANGE,1
0.633,0.274,0.093,ORANGE,1
0.652,0.266,0.082,ORANGE,1
0.574,0.246,0.180,ORANGE,1
0.663,0.265,0.072,ORANGE,1
0.626,0.273,0.101,ORANGE,1
0.596,0.266,0.138,ORANGE,1
0.704,0.184,0.111,ORANGE,1
0.574,0.273,0.153,ORANGE,1
0.652,0.246,0.102,ORANGE,1
0.475,0.394,0.131,ORANGE,1
0.577,0.295,0.128,ORANGE,1
0.529,0.387,0.084,ORANGE,1
0.553,0.324,0.123,ORANGE,1
0.714,0.238,0.049,ORANGE,1
0.517,0.311,0.171,ORANGE,1
0.586,0.276,0.138,ORANGE,1
0.684,0.214,0.101,ORANGE,1
0.569,0.337,0.095,ORANGE,1
0.673,0.239,0.088,ORANGE,1
0.621,0.239,0.140,ORANGE,1
0.554,0.361,0.085,ORANGE,1
0.545,0.334,0.120,ORANGE,1
0.621,0.275,0.104,ORANGE,1
0.679,0.225,0.096,ORANGE,1
0.641,0.277,0.082,ORANGE,1
0.678,0.227,0.094,ORANGE,1
0.683,0.158,0.158,ORANGE,1
0.498,0.364,0.138,ORANGE,1
0.585,0.227,0.188,ORANGE,1
0.580,0.265,0.155,ORANGE,1
0.457,0.402,0.141,ORANGE,1
0.592,0.268,0.140,ORANGE,1
0.586,0.355,0.059,ORANGE,1
0.750,0.178,0.071,ORANGE,1
0.720,0.208,0.072,ORANGE,1
0.590,0.313,0.096,ORANGE,1
0.663,0.263,0.074,ORANGE,1
0.690,0.273,0.037,ORANGE,1
0.560,0.363,0.077,ORANGE,1
0.578,0.336,0.086,ORANGE,1
0.736,0.175,0.089,ORANGE,1
0.628,0.291,0.081,ORANGE,1
0.635,0.257,0.107,ORANGE,1
0.581,0.292,0.127,ORANGE,1
0.552,0.350,0.097,ORANGE,1
0.564,0.353,0.083,ORANGE,1
0.619,0.301,0.080,ORANGE,1
0.683,0.266,0.051,ORANGE,1
0.621,0.290,0.088,ORANGE,1
0.612,0.244,0.144,ORANGE,1
0.588,0.257,0.155,ORANGE,1
0.581,0.329,0.091,ORANGE,1
0.630,0.292,0.078,ORANGE,1
0.659,0.257,0.084,ORANGE,1
0.586,0.329,0.084,ORANGE,1
0.673,0.215,0.111,ORANGE,1
0.720,0.214,0.066,ORANGE,1
0.643,0.234,0.122,ORANGE,1
0.601,0.265,0.134,ORANGE,1
0.587,0.324,0.088,ORANGE,1
0.695,0.251,0.054,ORANGE,1
0.672,0.200,0.128,ORANGE,1
0.684,0.275,0.041,ORANGE,1
0.581,0.305,0.113,ORANGE,1
0.648,0.277,0.075,ORANGE,1
0.722,0.194,0.084,ORANGE,1
0.543,0.343,0.114,ORANGE,1
0.578,0.308,0.114,ORANGE,1
0.580,0.347,0.072,ORANGE,1
0.592,0.250,0.158,ORANGE,1
0.668,0.260,0.071,ORANGE,1
0.633,0.206,0.161,ORANGE,1
0.563,0.334,0.102,ORANGE,1
0.710,0.218,0.072,ORANGE,1
0.641,0.320,0.039,ORANGE,1
0.720,0.211,0.069,ORANGE,1
0.506,0.409,0.085,ORANGE,1
0.613,0.264,0.124,ORANGE,1
0.563,0.356,0.081,ORANGE,1
0.609,0.256,0.134,ORANGE,1
0.500,0.374,0.126,ORANGE,1
0.577,0.359,0.065,ORANGE,1
0.589,0.328,0.082,ORANGE,1
0.739,0.195,0.066,ORANGE,1
0.647,0.259,0.093,ORANGE,1
0.662,0.238,0.100,ORANGE,1
0.588,0.271,0.141,ORANGE,1
0.587,0.327,0.086,ORANGE,1
0.683,0.231,0.086,ORANGE,1
0.652,0.287,0.061,ORANGE,1
0.611,0.295,0.094,ORANGE,1
0.601,0.293,0.107,ORANGE,1
0.665,0.263,0.073,ORANGE,1
0.773,0.144,0.083,ORANGE,1
0.508,0.372,0.120,ORANGE,1
0.652,0.256,0.092,ORANGE,1
0.666,0.258,0.076,ORANGE,1
0.715,0.218,0.067,ORANGE,1
0.555,0.325,0.120,ORANGE,1
0.600,0.207,0.194,ORANGE,1
0.701,0.227,0.072,ORANGE,1
0.688,0.241,0.071,ORANGE,1
0.599,0.283,0.118,ORANGE,1
0.511,0.420,0.069,ORANGE,1
0.503,0.345,0.152,ORANGE,1
0.771,0.164,0.066,ORANGE,1
0.550,0.349,0.100,ORANGE,1
0.590,0.282,0.128,ORANGE,1
0.447,0.443,0.110,ORANGE,1
0.639,0.265,0.096,ORANGE,1
0.600,0.275,0.125,ORANGE,1
0.651,0.237,0.112,ORANGE,1
0.625,0.249,0.126,ORANGE,1
0.662,0.244,0.094,ORANGE,1
0.567,0.277,0.156,ORANGE,1
0.524,0.294,0.182,ORANGE,1
0.583,0.295,0.121,ORANGE,1
0.692,0.238,0.070,ORANGE,1
0.491,0.368,0.141,ORANGE,1
0.626,0.250,0.124,ORANGE,1
0.571,0.273,0.156,ORANGE,1
0.553,0.344,0.103,ORANGE,1
0.541,0.355,0.104,ORANGE,1
0.449,0.453,0.097,ORANGE,1
0.649,0.298,0.053,ORANGE,1
0.542,0.277,0.180,ORANGE,1
0.557,0.324,0.119,ORANGE,1
0.561,0.290,0.149,ORANGE,1
0.698,0.234,0.068,ORANGE,1
0.639,0.268,0.093,ORANGE,1
0.582,0.334,0.084,ORANGE,1
0.532,0.384,0.084,ORANGE,1
0.776,0.176,0.048,ORANGE,1
0.582,0.308,0.111,ORANGE,1
0.657,0.223,0.120,ORANGE,1
0.675,0.264,0.062,ORANGE,1
0.575,0.237,0.188,ORANGE,1
0.595,0.318,0.088,ORANGE,1
0.613,0.266,0.120,ORANGE,1
0.605,0.311,0.084,ORANGE,1
0.577,0.243,0.180,ORANGE,1
0.569,0.249,0.182,ORANGE,1
0.631,0.296,0.073,ORANGE,1
0.494,0.349,0.157,ORANGE,1
0.681,0.256,0.063,ORANGE,1
0.626,0.280,0.094,ORANGE,1
0.683,0.240,0.077,ORANGE,1
0.598,0.251,0.151,ORANGE,1
0.731,0.175,0.094,ORANGE,1
0.522,0.375,0.104,ORANGE,1
0.516,0.372,0.113,ORANGE,1
0.632,0.276,0.091,ORANGE,1
0.738,0.177,0.085,ORANGE,1
0.515,0.365,0.120,ORANGE,1
0.655,0.252,0.093,ORANGE,1
0.534,0.336,0.130,ORANGE,1
0.678,0.253,0.069,ORANGE,1
0.520,0.372,0.108,ORANGE,1
0.685,0.238,0.076,ORANGE,1
0.583,0.299,0.118,ORANGE,1
0.545,0.319,0.136,ORANGE,1
0.618,0.307,0.074,ORANGE,1
0.664,0.267,0.070,ORANGE,1
0.656,0.211,0.133,ORANGE,1
0.590,0.268,0.142,ORANGE,1
0.586,0.293,0.122,ORANGE,1
0.601,0.295,0.104,ORANGE,1
0.504,0.387,0.109,ORANGE,1
0.706,0.249,0.046,ORANGE,1
0.640,0.224,0.136,ORANGE,1
0.514,0.426,0.061,ORANGE,1
0.711,0.183,0.106,ORANGE,1
0.589,0.335,0.075,ORANGE,1
0.638,0.284,0.078,ORANGE,1
0.623,0.285,0.093,ORANGE,1
0.779,0.160,0.062,ORANGE,1
0.671,0.264,0.065,ORANGE,1
0.551,0.284,0.164,ORANGE,1
0.637,0.228,0.135,ORANGE,1
0.663,0.241,0.096,ORANGE,1
0.526,0.425,0.048,ORANGE,1
0.591,0.264,0.144,ORANGE,1
0.612,0.311,0.078,ORANGE,1
