R,G,B,color_name,class
0.000,0.689,0.311,BLACK,8
0.000,0.533,0.467,BLACK,8
0.000,0.709,0.291,BLACK,8
0.013,0.560,0.426,BLACK,8
0.003,0.729,0.268,BLACK,8
0.005,0.774,0.221,BLACK,8
0.000,0.590,0.410,BLACK,8
0.015,0.662,0.323,BLACK,8
0.000,0.549,0.451,BLACK,8
0.000,0.535,0.465,BLACK,8
0.000,0.578,0.422,BLACK,8
0.000,0.527,0.473,BLACK,8
0.006,0.610,0.384,BLACK,8
0.000,0.732,0.268,BLACK,8
0.002,0.508,0.490,BLACK,8
0.000,0.469,0.530,BLACK,8
0.003,0.496,0.500,BLACK,8
0.005,0.785,0.210,BLACK,8
0.000,0.692,0.308,BLACK,8
0.000,0.595,0.405,BLACK,8
0.009,0.467,0.524,BLACK,8
0.004,0.669,0.328,BLACK,8
0.005,0.577,0.418,BLACK,8
0.000,0.554,0.446,BLACK,8
0.007,0.771,0.222,BLACK,8
0.011,0.594,0.395,BLACK,8
0.006,0.734,0.259,BLACK,8
0.009,0.666,0.325,BLACK,8
0.000,0.605,0.395,BLACK,8
0.000,0.770,0.230,BLACK,8
0.003,0.528,0.469,BLACK,8
0.000,0.617,0.383,BLACK,8
0.000,0.547,0.453,BLACK,8
0.000,0.610,0.390,BLACK,8
0.000,0.724,0.276,BLACK,8
0.000,0.647,0.353,BLACK,8
0.000,0.587,0.413,BLACK,8
0.016,0.668,0.316,BLACK,8
0.001,0.613,0.385,BLACK,8
0.014,0.605,0.381,BLACK,8
0.000,0.740,0.260,BLACK,8
0.015,0.442,0.543,BLACK,8
0.003,0.559,0.438,BLACK,8
0.013,0.608,0.380,BLACK,8
0.000,0.541,0.459,BLACK,8
0.000,0.674,0.326,BLACK,8
0.000,0.726,0.274,BLACK,8
0.000,0.503,0.497,BLACK,8
0.000,0.630,0.370,BLACK,8
0.000,0.562,0.438,BLACK,8
0.000,0.649,0.351,BLACK,8
0.004,0.525,0.471,BLACK,8
0.000,0.601,0.399,BLACK,8
0.000,0.516,0.484,BLACK,8
0.004,0.643,0.353,BLACK,8
0.010,0.696,0.294,BLACK,8
0.000,0.587,0.413,BLACK,8
0.001,0.535,0.464,BLACK,8
0.000,0.516,0.484,BLACK,8
0.010,0.557,0.433,BLACK,8
0.000,0.471,0.529,BLACK,8
0.001,0.528,0.471,BLACK,8
0.000,0.760,0.240,BLACK,8
0.000,0.757,0.243,BLACK,8
0.003,0.668,0.329,BLACK,8
0.003,0.677,0.321,BLACK,8
0.019,0.540,0.441,BLACK,8
0.003,0.702,0.294,BLACK,8
0.000,0.514,0.486,BLACK,8
0.000,0.642,0.358,BLACK,8
0.008,0.597,0.394,BLACK,8
0.000,0.567,0.433,BLACK,8
0.001,0.651,0.348,BLACK,8
0.000,0.677,0.323,BLACK,8
0.005,0.608,0.386,BLACK,8
0.000,0.707,0.293,BLACK,8
0.000,0.575,0.425,BLACK,8
0.006,0.673,0.321,BLACK,8
0.000,0.625,0.375,BLACK,8
0.003,0.555,0.442,BLACK,8
0.000,0.517,0.483,BLACK,8
0.000,0.622,0.378,BLACK,8
0.001,0.579,0.420,BLACK,8
0.006,0.653,0.340,BLACK,8
0.010,0.488,0.502,BLACK,8
0.009,0.556,0.435,BLACK,8
0.000,0.551,0.449,BLACK,8
0.006,0.470,0.523,BLACK,8
0.012,0.581,0.407,BLACK,8
0.001,0.747,0.252,BLACK,8
0.002,0.653,0.345,BLACK,8
0.000,0.610,0.390,BLACK,8
0.003,0.649,0.348,BLACK,8
0.000,0.638,0.362,BLACK,8
0.000,0.684,0.316,BLACK,8
0.000,0.715,0.285,BLACK,8
0.000,0.694,0.306,BLACK,8
0.003,0.595,0.402,BLACK,8
0.000,0.487,0.513,BLACK,8
0.002,0.636,0.363,BLACK,8
0.000,0.656,0.344,BLACK,8
0.013,0.732,0.255,BLACK,8
0.000,0.706,0.294,BLACK,8
0.000,0.613,0.387,BLACK,8
0.002,0.563,0.435,BLACK,8
0.000,0.649,0.351,BLACK,8
0.000,0.636,0.364,BLACK,8
0.013,0.711,0.276,BLACK,8
0.005,0.567,0.428,BLACK,8
0.000,0.691,0.309,BLACK,8
0.000,0.548,0.452,BLACK,8
0.006,0.363,0.631,BLACK,8
0.000,0.577,0.423,BLACK,8
0.003,0.555,0.442,BLACK,8
0.001,0.654,0.345,BLACK,8
0.007,0.514,0.479,BLACK,8
0.019,0.691,0.290,BLACK,8
0.000,0.627,0.373,BLACK,8
0.010,0.557,0.433,BLACK,8
0.000,0.672,0.328,BLACK,8
0.000,0.535,0.465,BLACK,8
0.000,0.623,0.377,BLACK,8
0.015,0.540,0.445,BLACK,8
0.000,0.756,0.244,BLACK,8
0.003,0.611,0.386,BLACK,8
0.000,0.682,0.318,BLACK,8
0.002,0.498,0.499,BLACK,8
0.000,0.541,0.459,BLACK,8
0.000,0.626,0.374,BLACK,8
0.009,0.603,0.388,BLACK,8
0.002,0.674,0.324,BLACK,8
0.000,0.711,0.289,BLACK,8
0.000,0.682,0.318,BLACK,8
0.001,0.661,0.338,BLACK,8
0.000,0.696,0.304,BLACK,8
0.000,0.593,0.407,BLACK,8
0.011,0.620,0.369,BLACK,8
0.000,0.636,0.364,BLACK,8
0.000,0.574,0.426,BLACK,8
0.000,0.676,0.324,BLACK,8
0.000,0.710,0.290,BLACK,8
0.000,0.499,0.501,BLACK,8
0.007,0.585,0.407,BLACK,8
0.000,0.615,0.385,BLACK,8
0.000,0.700,0.300,BLACK,8
0.004,0.678,0.318,BLACK,8
0.010,0.586,0.405,BLACK,8
0.000,0.621,0.379,BLACK,8
0.005,0.680,0.315,BLACK,8
0.014,0.618,0.368,BLACK,8
0.000,0.627,0.373,BLACK,8
0.001,0.435,0.564,BLACK,8
0.008,0.707,0.285,BLACK,8
0.000,0.585,0.415,BLACK,8
0.004,0.573,0.423,BLACK,8
0.019,0.673,0.308,BLACK,8
0.001,0.521,0.478,BLACK,8
0.004,0.685,0.311,BLACK,8
0.000,0.561,0.439,BLACK,8
0.004,0.468,0.528,BLACK,8
0.000,0.576,0.424,BLACK,8
0.000,0.500,0.499,BLACK,8
0.000,0.692,0.308,BLACK,8
0.000,0.625,0.375,BLACK,8
0.000,0.616,0.384,BLACK,8
0.001,0.715,0.284,BLACK,8
0.000,0.667,0.333,BLACK,8
0.004,0.538,0.458,BLACK,8
0.000,0.690,0.310,BLACK,8
0.000,0.667,0.333,BLACK,8
0.000,0.699,0.301,BLACK,8
0.003,0.508,0.488,BLACK,8
0.007,0.625,0.368,BLACK,8
0.000,0.722,0.278,BLACK,8
0.001,0.653,0.346,BLACK,8
0.004,0.654,0.343,BLACK,8
0.006,0.644,0.351,BLACK,8
0.014,0.613,0.373,BLACK,8
0.000,0.553,0.447,BLACK,8
0.000,0.718,0.282,BLACK,8
0.013,0.601,0.386,BLACK,8
0.017,0.640,0.343,BLACK,8
0.009,0.777,0.215,BLACK,8
0.006,0.461,0.533,BLACK,8
0.000,0.488,0.512,BLACK,8
0.013,0.541,0.446,BLACK,8
0.000,0.587,0.413,BLACK,8
0.001,0.589,0.410,BLACK,8
0.005,0.621,0.374,BLACK,8
0.010,0.666,0.324,BLACK,8
0.013,0.765,0.222,BLACK,8
0.016,0.576,0.408,BLACK,8
0.000,0.577,0.423,BLACK,8
0.009,0.547,0.444,BLACK,8
0.004,0.577,0.420,BLACK,8
0.000,0.664,0.336,BLACK,8
0.005,0.735,0.260,BLACK,8
0.000,0.522,0.478,BLACK,8
0.001,0.653,0.346,BLACK,8
0.000,0.575,0.425,BLACK,8
0.009,0.780,0.210,BLACK,8
0.010,0.531,0.460,BLACK,8
0.001,0.671,0.328,BLACK,8
0.000,0.526,0.474,BLACK,8
0.007,0.585,0.408,BLACK,8
0.000,0.623,0.377,BLACK,8
0.001,0.379,0.620,BLACK,8
0.002,0.725,0.273,BLACK,8
0.026,0.446,0.527,BLACK,8
0.010,0.582,0.407,BLACK,8
0.004,0.555,0.441,BLACK,8
0.000,0.501,0.499,BLACK,8
0.003,0.535,0.462,BLACK,8
0.000,0.700,0.300,BLACK,8
0.000,0.481,0.519,BLACK,8
0.010,0.680,0.310,BLACK,8
0.000,0.575,0.425,BLACK,8
0.000,0.498,0.502,BLACK,8
0.004,0.605,0.391,BLACK,8
0.000,0.684,0.316,BLACK,8
0.008,0.583,0.409,BLACK,8
0.008,0.523,0.469,BLACK,8
0.014,0.701,0.285,BLACK,8
0.001,0.617,0.383,BLACK,8
0.001,0.712,0.287,BLACK,8
0.012,0.584,0.404,BLACK,8
0.000,0.603,0.397,BLACK,8
0.003,0.679,0.319,BLACK,8
0.017,0.502,0.481,BLACK,8
0.000,0.533,0.467,BLACK,8
0.002,0.488,0.510,BLACK,8
0.000,0.662,0.338,BLACK,8
0.018,0.640,0.341,BLACK,8
0.000,0.464,0.536,BLACK,8
0.008,0.526,0.467,BLACK,8
0.000,0.691,0.309,BLACK,8
0.021,0.601,0.378,BLACK,8
0.000,0.684,0.316,BLACK,8
0.000,0.655,0.345,BLACK,8
0.000,0.530,0.470,BLACK,8
0.000,0.625,0.375,BLACK,8
0.008,0.608,0.383,BLACK,8
0.020,0.519,0.461,BLACK,8
0.000,0.625,0.375,BLACK,8
0.000,0.686,0.314,BLACK,8
0.000,0.572,0.428,BLACK,8
0.012,0.500,0.488,BLACK,8
0.012,0.715,0.273,BLACK,8
0.008,0.668,0.324,BLACK,8
0.000,0.623,0.377,BLACK,8
0.000,0.546,0.454,BLACK,8
0.000,0.520,0.480,BLACK,8
0.008,0.637,0.355,BLACK,8
0.013,0.592,0.395,BLACK,8
0.000,0.696,0.304,BLACK,8
0.006,0.601,0.393,BLACK,8
0.000,0.669,0.331,BLACK,8
0.000,0.650,0.350,BLACK,8
0.000,0.676,0.324,BLACK,8
0.007,0.590,0.403,BLACK,8
0.000,0.556,0.444,BLACK,8
0.000,0.582,0.418,BLACK,8
0.013,0.627,0.359,BLACK,8
0.000,0.525,0.475,BLACK,8
0.008,0.645,0.347,BLACK,8
0.005,0.496,0.500,BLACK,8
0.000,0.664,0.336,BLACK,8
0.000,0.529,0.471,BLACK,8
0.010,0.635,0.355,BLACK,8
0.000,0.635,0.365,BLACK,8
0.005,0.587,0.408,BLACK,8
0.005,0.708,0.287,BLACK,8
0.000,0.588,0.412,BLACK,8
0.000,0.669,0.331,BLACK,8
0.000,0.507,0.493,BLACK,8
0.002,0.728,0.270,BLACK,8
0.000,0.753,0.247,BLACK,8
0.000,0.707,0.293,BLACK,8
0.000,0.458,0.542,BLACK,8
0.002,0.765,0.233,BLACK,8
0.000,0.583,0.417,BLACK,8
0.003,0.535,0.462,BLACK,8
0.000,0.650,0.350,BLACK,8
0.009,0.587,0.404,BLACK,8
0.005,0.564,0.431,BLACK,8
0.000,0.564,0.436,BLACK,8
0.003,0.549,0.448,BLACK,8
0.008,0.631,0.361,BLACK,8
0.007,0.500,0.494,BLACK,8
0.000,0.559,0.441,BLACK,8
0.009,0.712,0.279,BLACK,8
0.000,0.687,0.313,BLACK,8
0.000,0.690,0.310,BLACK,8
0.000,0.612,0.388,BLACK,8
0.000,0.568,0.432,BLACK,8
0.006,0.526,0.468,BLACK,8
0.000,0.540,0.460,BLACK,8
0.006,0.563,0.431,BLACK,8
0.001,0.566,0.434,BLACK,8
0.000,0.592,0.408,BLACK,8
0.000,0.648,0.352,BLACK,8
0.015,0.702,0.282,BLACK,8
0.000,0.697,0.303,BLACK,8
0.007,0.630,0.363,BLACK,8
0.009,0.591,0.400,BLACK,8
0.000,0.511,0.489,BLACK,8
0.000,0.795,0.205,BLACK,8
0.005,0.733,0.262,BLACK,8
0.014,0.584,0.402,BLACK,8
0.000,0.730,0.270,BLACK,8
0.004,0.621,0.375,BLACK,8
0.000,0.631,0.369,BLACK,8
0.010,0.487,0.503,BLACK,8
0.000,0.552,0.448,BLACK,8
0.000,0.681,0.319,BLACK,8
0.000,0.745,0.255,BLACK,8
0.001,0.627,0.373,BLACK,8
0.000,0.635,0.365,BLACK,8
0.000,0.727,0.273,BLACK,8
0.011,0.540,0.449,BLACK,8
0.000,0.594,0.406,BLACK,8
0.000,0.642,0.358,BLACK,8
0.000,0.530,0.470,BLACK,8
0.005,0.603,0.392,BLACK,8
0.000,0.690,0.310,BLACK,8
0.023,0.684,0.293,BLACK,8
0.000,0.652,0.348,BLACK,8
0.000,0.542,0.458,BLACK,8
0.015,0.656,0.329,BLACK,8
0.000,0.477,0.523,BLACK,8
0.000,0.623,0.377,BLACK,8
0.000,0.727,0.273,BLACK,8
0.000,0.615,0.385,BLACK,8
0.000,0.541,0.459,BLACK,8
0.016,0.705,0.278,BLACK,8
0.000,0.706,0.294,BLACK,8
0.000,0.571,0.429,BLACK,8
0.008,0.464,0.528,BLACK,8
0.000,0.538,0.461,BLACK,8
0.000,0.525,0.475,BLACK,8
0.002,0.629,0.369,BLACK,8
0.017,0.724,0.259,BLACK,8
0.000,0.695,0.305,BLACK,8
0.000,0.597,0.403,BLACK,8
0.000,0.608,0.392,BLACK,8
0.005,0.644,0.351,BLACK,8
0.003,0.653,0.343,BLACK,8
0.000,0.693,0.307,BLACK,8
0.000,0.500,0.500,BLACK,8
0.000,0.653,0.347,BLACK,8
0.003,0.701,0.296,BLACK,8
0.000,0.507,0.493,BLACK,8
0.000,0.523,0.477,BLACK,8
0.000,0.531,0.469,BLACK,8
0.008,0.654,0.338,BLACK,8
0.000,0.479,0.521,BLACK,8
0.000,0.580,0.420,BLACK,8
0.010,0.510,0.480,BLACK,8
0.000,0.631,0.369,BLACK,8
0.000,0.618,0.382,BLACK,8
0.000,0.725,0.275,BLACK,8
0.000,0.765,0.235,BLACK,8
0.000,0.568,0.432,BLACK,8
0.019,0.675,0.306,BLACK,8
0.000,0.734,0.266,BLACK,8
0.000,0.633,0.367,BLACK,8
0.000,0.658,0.342,BLACK,8
0.000,0.531,0.469,BLACK,8
0.000,0.444,0.556,BLACK,8
0.000,0.710,0.290,BLACK,8
0.000,0.501,0.499,BLACK,8
0.000,0.627,0.373,BLACK,8
0.007,0.610,0.383,BLACK,8
0.000,0.464,0.535,BLACK,8
0.000,0.681,0.319,BLACK,8
0.000,0.602,0.398,BLACK,8
0.000,0.603,0.397,BLACK,8
0.000,0.459,0.541,BLACK,8
0.000,0.700,0.300,BLACK,8
0.017,0.706,0.277,BLACK,8
0.000,0.591,0.409,BLACK,8
0.015,0.698,0.287,BLACK,8
0.000,0.700,0.300,BLACK,8
0.000,0.701,0.299,BLACK,8
0.000,0.581,0.419,BLACK,8
0.000,0.664,0.336,BLACK,8
0.000,0.601,0.399,BLACK,8
0.000,0.654,0.346,BLACK,8
0.000,0.636,0.364,BLACK,8
0.008,0.555,0.437,BLACK,8
0.019,0.532,0.449,BLACK,8
0.012,0.642,0.346,BLACK,8
0.000,0.709,0.291,BLACK,8
0.000,0.556,0.444,BLACK,8
0.005,0.568,0.426,BLACK,8
0.000,0.647,0.353,BLACK,8
0.003,0.535,0.461,BLACK,8
0.001,0.652,0.347,BLACK,8
0.000,0.578,0.422,BLACK,8
0.004,0.677,0.319,BLACK,8
0.000,0.666,0.334,BLACK,8
0.000,0.614,0.386,BLACK,8
0.000,0.733,0.267,BLACK,8
0.000,0.642,0.358,BLACK,8
0.011,0.572,0.417,BLACK,8
0.000,0.672,0.328,BLACK,8
0.009,0.658,0.333,BLACK,8
0.000,0.516,0.484,BLACK,8
0.004,0.664,0.332,BLACK,8
0.018,0.474,0.508,BLACK,8
0.001,0.573,0.426,BLACK,8
0.011,0.574,0.414,BLACK,8
0.000,0.591,0.409,BLACK,8
0.000,0.487,0.513,BLACK,8
0.000,0.663,0.337,BLACK,8
0.009,0.632,0.358,BLACK,8
0.010,0.745,0.245,BLACK,8
0.000,0.633,0.367,BLACK,8
0.012,0.524,0.464,BLACK,8
0.008,0.560,0.433,BLACK,8
0.000,0.564,0.436,BLACK,8
0.000,0.754,0.246,BLACK,8
0.002,0.599,0.400,BLACK,8
0.003,0.544,0.453,BLACK,8
0.005,0.676,0.319,BLACK,8
0.000,0.694,0.306,BLACK,8
0.008,0.501,0.491,BLACK,8
0.020,0.680,0.300,BLACK,8
0.005,0.633,0.362,BLACK,8
0.000,0.576,0.424,BLACK,8
0.016,0.583,0.401,BLACK,8
0.009,0.568,0.423,BLACK,8
0.000,0.643,0.357,BLACK,8
0.000,0.748,0.252,BLACK,8
0.000,0.647,0.353,BLACK,8
0.000,0.476,0.524,BLACK,8
0.000,0.510,0.490,BLACK,8
0.001,0.489,0.510,BLACK,8
0.015,0.663,0.322,BLACK,8
0.000,0.693,0.307,BLACK,8
0.000,0.542,0.458,BLACK,8
0.002,0.778,0.220,BLACK,8
0.005,0.589,0.406,BLACK,8
0.006,0.676,0.318,BLACK,8
0.000,0.648,0.352,BLACK,8
0.007,0.791,0.202,BLACK,8
0.000,0.705,0.295,BLACK,8
0.006,0.659,0.335,BLACK,8
0.002,0.449,0.549,BLACK,8
0.007,0.652,0.341,BLACK,8
0.006,0.546,0.448,BLACK,8
0.003,0.687,0.310,BLACK,8
0.009,0.672,0.319,BLACK,8
0.018,0.562,0.419,BLACK,8
0.000,0.454,0.546,BLACK,8
0.017,0.604,0.379,BLACK,8
0.002,0.678,0.320,BLACK,8
0.000,0.667,0.333,BLACK,8
0.000,0.716,0.284,BLACK,8
0.013,0.688,0.299,BLACK,8
0.007,0.570,0.423,BLACK,8
0.016,0.598,0.386,BLACK,8
0.000,0.689,0.311,BLACK,8
0.004,0.501,0.495,BLACK,8
0.003,0.689,0.308,BLACK,8
0.000,0.699,0.301,BLACK,8
0.000,0.546,0.454,BLACK,8
0.011,0.548,0.441,BLACK,8
0.025,0.577,0.398,BLACK,8
0.000,0.570,0.430,BLACK,8
0.000,0.590,0.410,BLACK,8
0.000,0.609,0.391,BLACK,8
0.000,0.460,0.540,BLACK,8
0.000,0.526,0.474,BLACK,8
0.004,0.523,0.473,BLACK,8
0.000,0.590,0.410,BLACK,8
0.000,0.617,0.383,BLACK,8
0.000,0.527,0.473,BLACK,8
0.016,0.546,0.438,BLACK,8
0.000,0.594,0.406,BLACK,8
0.024,0.599,0.378,BLACK,8
0.000,0.630,0.370,BLACK,8
0.000,0.603,0.397,BLACK,8
0.005,0.685,0.310,BLACK,8
0.000,0.695,0.305,BLACK,8
0.000,0.697,0.303,BLACK,8
0.000,0.655,0.345,BLACK,8
0.015,0.628,0.357,BLACK,8
0.000,0.618,0.382,BLACK,8
0.000,0.579,0.421,BLACK,8
0.005,0.528,0.467,BLACK,8
0.000,0.750,0.250,BLACK,8
0.017,0.626,0.357,BLACK,8
0.006,0.466,0.529,BLACK,8
0.000,0.656,0.344,BLACK,8
0.000,0.604,0.396,BLACK,8
0.000,0.660,0.340,BLACK,8
0.000,0.693,0.307,BLACK,8
0.000,0.537,0.463,BLACK,8
0.000,0.582,0.418,BLACK,8
0.000,0.616,0.384,BLACK,8
0.008,0.567,0.424,BLACK,8
0.000,0.650,0.350,BLACK,8
0.014,0.639,0.347,BLACK,8
0.000,0.629,0.371,BLACK,8
0.005,0.771,0.224,BLACK,8
0.000,0.561,0.439,BLACK,8
0.002,0.550,0.448,BLACK,8
0.000,0.690,0.310,BLACK,8
0.006,0.702,0.292,BLACK,8
0.000,0.774,0.226,BLACK,8
0.009,0.593,0.399,BLACK,8
0.004,0.630,0.366,BLACK,8
0.000,0.635,0.365,BLACK,8
0.006,0.520,0.474,BLACK,8
0.000,0.458,0.542,BLACK,8
0.000,0.606,0.394,BLACK,8
0.001,0.663,0.336,BLACK,8
0.000,0.635,0.365,BLACK,8
0.008,0.670,0.322,BLACK,8
0.006,0.513,0.482,BLACK,8
0.000,0.629,0.371,BLACK,8
0.000,0.605,0.395,BLACK,8
0.000,0.504,0.496,BLACK,8
0.002,0.599,0.399,BLACK,8
0.011,0.529,0.461,BLACK,8
0.004,0.564,0.432,BLACK,8
0.000,0.652,0.348,BLACK,8
0.008,0.535,0.457,BLACK,8
0.001,0.672,0.326,BLACK,8
0.000,0.678,0.322,BLACK,8
0.000,0.702,0.298,BLACK,8
0.025,0.530,0.445,BLACK,8
0.000,0.516,0.484,BLACK,8
0.000,0.652,0.348,BLACK,8
0.000,0.415,0.585,BLACK,8
0.000,0.603,0.397,BLACK,8
0.001,0.631,0.368,BLACK,8
0.000,0.579,0.421,BLACK,8
0.005,0.511,0.484,BLACK,8
0.008,0.620,0.372,BLACK,8
0.016,0.685,0.299,BLACK,8
0.007,0.634,0.359,BLACK,8
0.000,0.574,0.425,BLACK,8
0.000,0.755,0.245,BLACK,8
0.017,0.668,0.315,BLACK,8
0.000,0.658,0.342,BLACK,8
0.007,0.529,0.463,BLACK,8
0.004,0.659,0.337,BLACK,8
0.000,0.645,0.355,BLACK,8
0.000,0.527,0.473,BLACK,8
0.000,0.519,0.481,BLACK,8
0.007,0.510,0.483,BLACK,8
0.023,0.654,0.324,BLACK,8
0.005,0.566,0.429,BLACK,8
