R,G,B,color_name,class
0.489,0.012,0.500,PINK,3
0.471,0.023,0.505,PINK,3
0.395,0.048,0.557,PINK,3
0.388,0.040,0.572,PINK,3
0.477,0.028,0.494,PINK,3
0.436,0.017,0.547,PINK,3
0.403,0.031,0.566,PINK,3
0.333,0.036,0.631,PINK,3
0.423,0.015,0.562,PINK,3
0.540,0.052,0.407,PINK,3
0.406,0.022,0.572,PINK,3
0.343,0.023,0.634,PINK,3
0.550,0.016,0.433,PINK,3
0.384,0.033,0.583,PINK,3
0.260,0.046,0.694,PINK,3
0.462,0.018,0.520,PINK,3
0.272,0.074,0.654,PINK,3
0.459,0.029,0.512,PINK,3
0.359,0.038,0.603,PINK,3
0.483,0.009,0.508,PINK,3
0.387,0.022,0.591,PINK,3
0.444,0.011,0.545,PINK,3
0.487,0.037,0.476,PINK,3
0.469,0.012,0.519,PINK,3
0.472,0.029,0.499,PINK,3
0.525,0.048,0.427,PINK,3
0.561,0.044,0.395,PINK,3
0.585,0.008,0.407,PINK,3
0.456,0.040,0.504,PINK,3
0.473,0.021,0.506,PINK,3
0.277,0.018,0.705,PINK,3
0.418,0.027,0.555,PINK,3
0.480,0.016,0.503,PINK,3
0.419,0.028,0.553,PINK,3
0.480,0.017,0.503,PINK,3
0.438,0.018,0.544,PINK,3
0.472,0.004,0.524,PINK,3
0.430,0.047,0.523,PINK,3
0.581,0.016,0.402,PINK,3
0.356,0.023,0.620,PINK,3
0.499,0.024,0.478,PINK,3
0.665,0.031,0.304,PINK,3
0.517,0.027,0.456,PINK,3
0.329,0.008,0.662,PINK,3
0.430,0.043,0.527,PINK,3
0.598,0.002,0.400,PINK,3
0.494,0.031,0.475,PINK,3
0.376,0.024,0.600,PINK,3
0.534,0.005,0.461,PINK,3
0.197,0.000,0.803,PINK,3
0.398,0.027,0.575,PINK,3
0.451,0.011,0.538,PINK,3
0.518,0.050,0.433,PINK,3
0.553,0.009,0.439,PINK,3
0.376,0.024,0.600,PINK,3
0.387,0.049,0.564,PINK,3
0.489,0.040,0.471,PINK,3
0.513,0.035,0.452,PINK,3
0.548,0.035,0.417,PINK,3
0.471,0.007,0.522,PINK,3
0.537,0.015,0.448,PINK,3
0.522,0.054,0.424,PINK,3
0.497,0.050,0.453,PINK,3
0.421,0.036,0.543,PINK,3
0.479,0.010,0.511,PINK,3
0.614,0.038,0.349,PINK,3
0.449,0.019,0.532,PINK,3
0.407,0.012,0.580,PINK,3
0.532,0.016,0.452,PINK,3
0.316,0.074,0.611,PINK,3
0.456,0.018,0.525,PINK,3
0.567,0.023,0.410,PINK,3
0.358,0.028,0.615,PINK,3
0.457,0.041,0.502,PINK,3
0.570,0.016,0.414,PINK,3
0.437,0.051,0.512,PINK,3
0.330,0.032,0.638,PINK,3
0.488,0.029,0.483,PINK,3
0.471,0.000,0.529,PINK,3
0.483,0.048,0.469,PINK,3
0.316,0.033,0.650,PINK,3
0.449,0.039,0.512,PINK,3
0.491,0.096,0.413,PINK,3
0.481,0.017,0.502,PINK,3
0.592,0.028,0.379,PINK,3
0.442,0.014,0.544,PINK,3
0.536,0.030,0.434,PINK,3
0.538,0.010,0.452,PINK,3
0.518,0.038,0.444,PINK,3
0.388,0.039,0.574,PINK,3
0.355,0.019,0.626,PINK,3
0.347,0.038,0.615,PINK,3
0.417,0.013,0.569,PINK,3
0.452,0.024,0.525,PINK,3
0.386,0.015,0.599,PINK,3
0.496,0.052,0.451,PINK,3
0.400,0.027,0.573,PINK,3
0.401,0.023,0.577,PINK,3
0.525,0.041,0.434,PINK,3
0.386,0.028,0.586,PINK,3
0.545,0.041,0.414,PINK,3
0.503,0.015,0.481,PINK,3
0.430,0.025,0.545,PINK,3
0.316,0.032,0.652,PINK,3
0.528,0.044,0.428,PINK,3
0.570,0.028,0.402,PINK,3
0.499,0.038,0.463,PINK,3
0.431,0.000,0.569,PINK,3
0.454,0.027,0.519,PINK,3
0.350,0.031,0.618,PINK,3
0.480,0.056,0.464,PINK,3
0.554,0.055,0.391,PINK,3
0.417,0.030,0.553,PINK,3
0.497,0.040,0.463,PINK,3
0.632,0.017,0.351,PINK,3
0.516,0.035,0.449,PINK,3
0.553,0.038,0.409,PINK,3
0.455,0.029,0.516,PINK,3
0.561,0.033,0.405,PINK,3
0.406,0.008,0.586,PINK,3
0.412,0.009,0.579,PINK,3
0.477,0.024,0.499,PINK,3
0.549,0.067,0.384,PINK,3
0.455,0.007,0.539,PINK,3
0.551,0.013,0.436,PINK,3
0.416,0.034,0.550,PINK,3
0.443,0.057,0.500,PINK,3
0.457,0.013,0.530,PINK,3
0.360,0.018,0.622,PINK,3
0.509,0.016,0.475,PINK,3
0.566,0.033,0.401,PINK,3
0.434,0.026,0.540,PINK,3
0.524,0.029,0.448,PINK,3
0.445,0.013,0.542,PINK,3
0.340,0.020,0.640,PINK,3
0.527,0.030,0.443,PINK,3
0.451,0.021,0.528,PINK,3
0.474,0.055,0.472,PINK,3
0.406,0.019,0.575,PINK,3
0.410,0.024,0.566,PINK,3
0.515,0.019,0.466,PINK,3
0.472,0.043,0.485,PINK,3
0.322,0.066,0.612,PINK,3
0.455,0.014,0.532,PINK,3
0.361,0.004,0.636,PINK,3
0.464,0.026,0.510,PINK,3
0.506,0.008,0.485,PINK,3
0.470,0.052,0.477,PINK,3
0.458,0.001,0.540,PINK,3
0.403,0.022,0.574,PINK,3
0.376,0.003,0.621,PINK,3
0.378,0.030,0.592,PINK,3
0.355,0.024,0.621,PINK,3
0.538,0.055,0.407,PINK,3
0.479,0.035,0.485,PINK,3
0.455,0.034,0.511,PINK,3
0.498,0.006,0.496,PINK,3
0.443,0.039,0.518,PINK,3
0.349,0.033,0.618,PINK,3
0.378,0.029,0.592,PINK,3
0.416,0.023,0.561,PINK,3
0.564,0.032,0.405,PINK,3
0.404,0.039,0.556,PINK,3
0.441,0.036,0.523,PINK,3
0.326,0.043,0.631,PINK,3
0.599,0.015,0.386,PINK,3
0.545,0.025,0.429,PINK,3
0.440,0.034,0.526,PINK,3
0.477,0.029,0.494,PINK,3
0.349,0.027,0.624,PINK,3
0.486,0.013,0.502,PINK,3
0.369,0.026,0.605,PINK,3
0.322,0.028,0.650,PINK,3
0.459,0.027,0.514,PINK,3
0.493,0.022,0.485,PINK,3
0.364,0.039,0.598,PINK,3
0.483,0.023,0.494,PINK,3
0.389,0.029,0.581,PINK,3
0.384,0.074,0.542,PINK,3
0.433,0.031,0.536,PINK,3
0.513,0.007,0.481,PINK,3
0.546,0.064,0.390,PINK,3
0.416,0.016,0.568,PINK,3
0.597,0.017,0.386,PINK,3
0.409,0.049,0.542,PINK,3
0.576,0.024,0.400,PINK,3
0.509,0.038,0.454,PINK,3
0.465,0.084,0.451,PINK,3
0.356,0.047,0.597,PINK,3
0.392,0.025,0.583,PINK,3
0.446,0.049,0.505,PINK,3
0.337,0.000,0.663,PINK,3
0.427,0.028,0.545,PINK,3
0.280,0.059,0.661,PINK,3
0.323,0.060,0.617,PINK,3
0.452,0.037,0.511,PINK,3
0.580,0.036,0.384,PINK,3
0.450,0.012,0.538,PINK,3
0.333,0.043,0.624,PINK,3
0.398,0.037,0.565,PINK,3
0.402,0.013,0.585,PINK,3
0.355,0.006,0.640,PINK,3
0.437,0.036,0.527,PINK,3
0.439,0.016,0.545,PINK,3
0.564,0.020,0.416,PINK,3
0.547,0.014,0.440,PINK,3
0.534,0.012,0.454,PINK,3
0.447,0.032,0.521,PINK,3
0.475,0.049,0.476,PINK,3
0.389,0.011,0.600,PINK,3
0.397,0.020,0.582,PINK,3
0.395,0.030,0.576,PINK,3
0.521,0.041,0.438,PINK,3
0.498,0.007,0.495,PINK,3
0.415,0.000,0.585,PINK,3
0.316,0.037,0.647,PINK,3
0.423,0.040,0.537,PINK,3
0.539,0.000,0.461,PINK,3
0.505,0.015,0.480,PINK,3
0.524,0.000,0.476,PINK,3
0.467,0.030,0.502,PINK,3
0.479,0.038,0.483,PINK,3
0.535,0.021,0.444,PINK,3
0.472,0.019,0.509,PINK,3
0.508,0.010,0.483,PINK,3
0.458,0.025,0.517,PINK,3
0.485,0.027,0.488,PINK,3
0.493,0.017,0.490,PINK,3
0.417,0.043,0.540,PINK,3
0.447,0.021,0.532,PINK,3
0.372,0.059,0.569,PINK,3
0.499,0.012,0.490,PINK,3
0.345,0.015,0.640,PINK,3
0.565,0.028,0.407,PINK,3
0.593,0.000,0.407,PINK,3
0.323,0.004,0.673,PINK,3
0.591,0.036,0.373,PINK,3
0.580,0.025,0.395,PINK,3
0.592,0.041,0.367,PINK,3
0.539,0.013,0.448,PINK,3
0.450,0.008,0.542,PINK,3
0.446,0.021,0.533,PINK,3
0.594,0.013,0.393,PINK,3
0.389,0.022,0.589,PINK,3
0.365,0.045,0.590,PINK,3
0.508,0.001,0.491,PINK,3
0.362,0.034,0.605,PINK,3
0.395,0.042,0.563,PINK,3
0.441,0.049,0.511,PINK,3
0.567,0.018,0.415,PINK,3
0.410,0.024,0.566,PINK,3
0.402,0.023,0.575,PINK,3
0.467,0.026,0.507,PINK,3
0.393,0.000,0.607,PINK,3
0.515,0.004,0.480,PINK,3
0.449,0.046,0.505,PINK,3
0.424,0.018,0.558,PINK,3
0.508,0.057,0.435,PINK,3
0.440,0.035,0.525,PINK,3
0.397,0.000,0.603,PINK,3
0.333,0.034,0.634,PINK,3
0.375,0.030,0.595,PINK,3
0.521,0.018,0.461,PINK,3
0.436,0.043,0.521,PINK,3
0.390,0.027,0.583,PINK,3
0.482,0.035,0.483,PINK,3
0.423,0.036,0.541,PINK,3
0.519,0.030,0.451,PINK,3
0.365,0.029,0.606,PINK,3
0.440,0.009,0.551,PINK,3
0.454,0.023,0.523,PINK,3
0.473,0.019,0.507,PINK,3
0.499,0.028,0.473,PINK,3
0.364,0.051,0.586,PINK,3
0.293,0.033,0.675,PINK,3
0.432,0.018,0.549,PINK,3
0.343,0.031,0.625,PINK,3
0.459,0.038,0.503,PINK,3
0.335,0.003,0.662,PINK,3
0.443,0.000,0.557,PINK,3
0.622,0.018,0.361,PINK,3
0.527,0.048,0.425,PINK,3
0.531,0.039,0.430,PINK,3
0.389,0.047,0.564,PINK,3
0.570,0.019,0.411,PINK,3
0.634,0.016,0.350,PINK,3
0.467,0.001,0.532,PINK,3
0.365,0.048,0.587,PINK,3
0.465,0.025,0.510,PINK,3
0.452,0.026,0.522,PINK,3
0.452,0.025,0.524,PINK,3
0.465,0.003,0.532,PINK,3
0.505,0.005,0.490,PINK,3
0.404,0.044,0.552,PINK,3
0.453,0.021,0.526,PINK,3
0.473,0.037,0.490,PINK,3
0.517,0.009,0.474,PINK,3
0.546,0.013,0.441,PINK,3
0.526,0.019,0.455,PINK,3
0.305,0.011,0.684,PINK,3
0.503,0.048,0.449,PINK,3
0.338,0.034,0.628,PINK,3
0.531,0.026,0.444,PINK,3
0.299,0.036,0.665,PINK,3
0.482,0.030,0.488,PINK,3
0.496,0.000,0.503,PINK,3
0.366,0.043,0.592,PINK,3
0.450,0.093,0.458,PINK,3
0.358,0.063,0.579,PINK,3
0.320,0.016,0.664,PINK,3
0.483,0.014,0.503,PINK,3
0.469,0.033,0.498,PINK,3
0.405,0.000,0.595,PINK,3
0.480,0.024,0.496,PINK,3
0.488,0.027,0.485,PINK,3
0.493,0.000,0.507,PINK,3
0.500,0.013,0.487,PINK,3
0.539,0.019,0.442,PINK,3
0.424,0.013,0.563,PINK,3
0.428,0.024,0.549,PINK,3
0.521,0.011,0.469,PINK,3
0.445,0.024,0.531,PINK,3
0.336,0.039,0.625,PINK,3
0.456,0.068,0.476,PINK,3
0.455,0.063,0.482,PINK,3
0.452,0.040,0.508,PINK,3
0.514,0.016,0.469,PINK,3
0.359,0.022,0.619,PINK,3
0.546,0.023,0.431,PINK,3
0.512,0.014,0.474,PINK,3
0.415,0.013,0.572,PINK,3
0.496,0.021,0.484,PINK,3
0.527,0.047,0.426,PINK,3
0.365,0.059,0.576,PINK,3
0.481,0.017,0.503,PINK,3
0.380,0.043,0.576,PINK,3
0.466,0.021,0.514,PINK,3
0.510,0.054,0.436,PINK,3
0.321,0.000,0.679,PINK,3
0.572,0.037,0.391,PINK,3
0.558,0.026,0.416,PINK,3
0.419,0.026,0.555,PINK,3
0.511,0.023,0.466,PINK,3
0.323,0.007,0.669,PINK,3
0.475,0.013,0.512,PINK,3
0.350,0.000,0.650,PINK,3
0.398,0.019,0.583,PINK,3
0.611,0.031,0.358,PINK,3
0.386,0.030,0.584,PINK,3
0.556,0.042,0.402,PINK,3
0.520,0.035,0.444,PINK,3
0.477,0.011,0.512,PINK,3
0.329,0.074,0.597,PINK,3
0.555,0.028,0.417,PINK,3
0.325,0.044,0.630,PINK,3
0.483,0.002,0.515,PINK,3
0.411,0.004,0.585,PINK,3
0.326,0.006,0.668,PINK,3
0.491,0.032,0.477,PINK,3
0.578,0.032,0.391,PINK,3
0.399,0.030,0.571,PINK,3
0.415,0.075,0.511,PINK,3
0.370,0.033,0.597,PINK,3
0.507,0.001,0.492,PINK,3
0.557,0.003,0.440,PINK,3
0.427,0.009,0.565,PINK,3
0.389,0.027,0.584,PINK,3
0.447,0.018,0.534,PINK,3
0.540,0.029,0.431,PINK,3
0.525,0.057,0.418,PINK,3
0.513,0.033,0.454,PINK,3
0.369,0.055,0.575,PINK,3
0.446,0.018,0.536,PINK,3
0.462,0.038,0.499,PINK,3
0.463,0.013,0.525,PINK,3
0.625,0.024,0.351,PINK,3
0.594,0.006,0.399,PINK,3
0.516,0.000,0.484,PINK,3
0.431,0.000,0.569,PINK,3
0.412,0.017,0.571,PINK,3
0.467,0.051,0.483,PINK,3
0.456,0.026,0.518,PINK,3
0.503,0.045,0.452,PINK,3
0.539,0.024,0.438,PINK,3
0.364,0.012,0.625,PINK,3
0.288,0.025,0.687,PINK,3
0.393,0.024,0.583,PINK,3
0.375,0.043,0.582,PINK,3
0.485,0.000,0.515,PINK,3
0.473,0.039,0.488,PINK,3
0.462,0.043,0.495,PINK,3
0.445,0.023,0.532,PINK,3
0.501,0.000,0.499,PINK,3
0.470,0.030,0.500,PINK,3
0.380,0.010,0.610,PINK,3
0.554,0.035,0.411,PINK,3
0.427,0.025,0.549,PINK,3
0.435,0.042,0.522,PINK,3
0.402,0.075,0.523,PINK,3
0.403,0.006,0.591,PINK,3
0.495,0.036,0.469,PINK,3
0.465,0.000,0.535,PINK,3
0.353,0.028,0.619,PINK,3
0.396,0.025,0.579,PINK,3
0.574,0.027,0.399,PINK,3
0.322,0.027,0.651,PINK,3
0.448,0.020,0.533,PINK,3
0.261,0.008,0.731,PINK,3
0.440,0.023,0.536,PINK,3
0.344,0.042,0.613,PINK,3
0.495,0.013,0.492,PINK,3
0.419,0.047,0.533,PINK,3
0.313,0.027,0.659,PINK,3
0.389,0.031,0.581,PINK,3
0.448,0.031,0.521,PINK,3
0.335,0.028,0.636,PINK,3
0.461,0.019,0.520,PINK,3
0.372,0.023,0.606,PINK,3
0.445,0.028,0.528,PINK,3
0.500,0.023,0.477,PINK,3
0.435,0.002,0.563,PINK,3
0.477,0.023,0.501,PINK,3
0.576,0.047,0.377,PINK,3
0.344,0.020,0.636,PINK,3
0.520,0.033,0.447,PINK,3
0.495,0.037,0.468,PINK,3
0.528,0.023,0.449,PINK,3
0.301,0.000,0.699,PINK,3
0.337,0.044,0.618,PINK,3
0.384,0.043,0.573,PINK,3
0.524,0.040,0.436,PINK,3
0.433,0.028,0.539,PINK,3
0.424,0.043,0.533,PINK,3
0.413,0.029,0.558,PINK,3
0.502,0.014,0.484,PINK,3
0.318,0.022,0.660,PINK,3
0.381,0.047,0.573,PINK,3
0.411,0.041,0.548,PINK,3
0.374,0.029,0.598,PINK,3
0.419,0.040,0.541,PINK,3
0.540,0.038,0.422,PINK,3
0.383,0.034,0.583,PINK,3
0.503,0.024,0.473,PINK,3
0.449,0.009,0.542,PINK,3
0.457,0.020,0.523,PINK,3
0.625,0.022,0.353,PINK,3
0.441,0.054,0.506,PINK,3
0.445,0.027,0.528,PINK,3
0.403,0.028,0.570,PINK,3
0.429,0.026,0.546,PINK,3
0.431,0.016,0.552,PINK,3
0.553,0.055,0.392,PINK,3
0.421,0.053,0.525,PINK,3
0.438,0.023,0.539,PINK,3
0.337,0.035,0.628,PINK,3
0.508,0.019,0.474,PINK,3
0.413,0.046,0.541,PINK,3
0.381,0.033,0.586,PINK,3
0.480,0.062,0.458,PINK,3
0.433,0.055,0.512,PINK,3
0.612,0.012,0.376,PINK,3
0.551,0.002,0.447,PINK,3
0.588,0.003,0.408,PINK,3
0.471,0.029,0.499,PINK,3
0.341,0.006,0.653,PINK,3
0.467,0.046,0.487,PINK,3
0.608,0.009,0.383,PINK,3
0.423,0.062,0.514,PINK,3
0.663,0.071,0.266,PINK,3
0.552,0.015,0.433,PINK,3
0.374,0.008,0.618,PINK,3
0.497,0.028,0.475,PINK,3
0.446,0.048,0.507,PINK,3
0.476,0.030,0.494,PINK,3
0.496,0.025,0.479,PINK,3
0.490,0.015,0.495,PINK,3
0.490,0.046,0.464,PINK,3
0.372,0.046,0.582,PINK,3
0.512,0.026,0.462,PINK,3
0.404,0.025,0.571,PINK,3
0.459,0.046,0.495,PINK,3
0.470,0.030,0.500,PINK,3
0.476,0.028,0.496,PINK,3
0.620,0.000,0.380,PINK,3
0.413,0.028,0.559,PINK,3
0.385,0.020,0.594,PINK,3
0.507,0.024,0.469,PINK,3
0.444,0.017,0.539,PINK,3
0.383,0.068,0.549,PINK,3
0.519,0.032,0.449,PINK,3
0.482,0.022,0.495,PINK,3
0.419,0.017,0.564,PINK,3
0.541,0.016,0.443,PINK,3
0.562,0.041,0.397,PINK,3
0.486,0.024,0.490,PINK,3
0.450,0.033,0.517,PINK,3
0.306,0.024,0.669,PINK,3
0.340,0.005,0.656,PINK,3
0.319,0.012,0.669,PINK,3
0.629,0.020,0.351,PINK,3
0.413,0.037,0.550,PINK,3
0.654,0.029,0.317,PINK,3
0.541,0.026,0.433,PINK,3
0.455,0.030,0.515,PINK,3
0.389,0.021,0.590,PINK,3
0.441,0.033,0.525,PINK,3
0.448,0.025,0.527,PINK,3
0.410,0.030,0.559,PINK,3
0.508,0.020,0.472,PINK,3
0.513,0.000,0.487,PINK,3
0.453,0.040,0.507,PINK,3
0.401,0.019,0.580,PINK,3
0.455,0.061,0.484,PINK,3
0.548,0.014,0.438,PINK,3
0.528,0.027,0.445,PINK,3
0.418,0.030,0.552,PINK,3
0.397,0.033,0.570,PINK,3
0.585,0.000,0.415,PINK,3
0.360,0.015,0.624,PINK,3
0.347,0.038,0.615,PINK,3
0.492,0.006,0.503,PINK,3
0.481,0.015,0.504,PINK,3
0.531,0.033,0.437,PINK,3
0.417,0.045,0.538,PINK,3
0.532,0.037,0.431,PINK,3
0.516,0.030,0.454,PINK,3
0.394,0.017,0.589,PINK,3
0.558,0.024,0.418,PINK,3
0.347,0.042,0.610,PINK,3
0.444,0.046,0.509,PINK,3
0.516,0.016,0.468,PINK,3
0.514,0.005,0.481,PINK,3
0.411,0.012,0.578,PINK,3
0.611,0.013,0.376,PINK,3
0.467,0.052,0.481,PINK,3
0.423,0.033,0.544,PINK,3
0.480,0.014,0.507,PINK,3
0.458,0.017,0.525,PINK,3
0.526,0.035,0.439,PINK,3
0.413,0.035,0.552,PINK,3
0.459,0.013,0.528,PINK,3
0.429,0.015,0.556,PINK,3
0.351,0.031,0.618,PINK,3
0.413,0.017,0.570,PINK,3
0.432,0.005,0.564,PINK,3
0.439,0.025,0.537,PINK,3
0.515,0.043,0.442,PINK,3
0.547,0.004,0.448,PINK,3
0.429,0.022,0.549,PINK,3
0.475,0.046,0.480,PINK,3
0.384,0.016,0.600,PINK,3
0.377,0.059,0.564,PINK,3
0.454,0.043,0.503,PINK,3
0.450,0.022,0.529,PINK,3
0.514,0.019,0.466,PINK,3
0.541,0.029,0.430,PINK,3
0.390,0.027,0.583,PINK,3
0.442,0.041,0.517,PINK,3
0.471,0.026,0.503,PINK,3
0.266,0.018,0.717,PINK,3
0.397,0.000,0.603,PINK,3
0.406,0.033,0.561,PINK,3
0.404,0.015,0.580,PINK,3
0.455,0.031,0.514,PINK,3
0.516,0.030,0.454,PINK,3
0.469,0.024,0.507,PINK,3
0.386,0.067,0.546,PINK,3
0.363,0.045,0.592,PINK,3
0.493,0.036,0.470,PINK,3
0.361,0.036,0.603,PINK,3
0.508,0.044,0.448,PINK,3
0.577,0.031,0.392,PINK,3
0.348,0.037,0.614,PINK,3
0.497,0.013,0.490,PINK,3
0.424,0.048,0.529,PINK,3
0.466,0.033,0.500,PINK,3
0.416,0.066,0.518,PINK,3
0.437,0.053,0.511,PINK,3
0.501,0.017,0.482,PINK,3
0.489,0.040,0.471,PINK,3
0.423,0.022,0.555,PINK,3
0.373,0.026,0.601,PINK,3
0.402,0.045,0.553,PINK,3
0.431,0.033,0.536,PINK,3
0.377,0.061,0.562,PINK,3
0.342,0.049,0.609,PINK,3
0.544,0.035,0.421,PINK,3
0.490,0.022,0.488,PINK,3
0.403,0.035,0.562,PINK,3
0.481,0.047,0.472,PINK,3
0.483,0.011,0.507,PINK,3
0.497,0.016,0.487,PINK,3
0.334,0.000,0.666,PINK,3
0.401,0.035,0.564,PINK,3
0.457,0.029,0.513,PINK,3
0.511,0.036,0.454,PINK,3
0.371,0.021,0.608,PINK,3
0.558,0.008,0.434,PINK,3
0.436,0.000,0.564,PINK,3
0.501,0.020,0.480,PINK,3
0.516,0.043,0.442,PINK,3
0.602,0.008,0.391,PINK,3
0.305,0.019,0.677,PINK,3
0.664,0.047,0.289,PINK,3
0.421,0.036,0.543,PINK,3
0.532,0.013,0.454,PINK,3
0.391,0.037,0.572,PINK,3
0.525,0.052,0.423,PINK,3
0.539,0.047,0.414,PINK,3
0.449,0.015,0.536,PINK,3
0.553,0.022,0.424,PINK,3
0.369,0.033,0.598,PINK,3
0.514,0.044,0.442,PINK,3
0.423,0.025,0.552,PINK,3
0.541,0.005,0.454,PINK,3
0.379,0.002,0.619,PINK,3
0.376,0.039,0.585,PINK,3
0.469,0.023,0.508,PINK,3
0.536,0.019,0.445,PINK,3
0.480,0.038,0.482,PINK,3
0.353,0.024,0.624,PINK,3
0.448,0.078,0.474,PINK,3
0.367,0.044,0.588,PINK,3
0.396,0.012,0.591,PINK,3
0.484,0.003,0.513,PINK,3
0.592,0.035,0.373,PINK,3
0.451,0.027,0.522,PINK,3
0.440,0.050,0.510,PINK,3
0.370,0.049,0.581,PINK,3
0.388,0.025,0.587,PINK,3
0.377,0.008,0.615,PINK,3
0.551,0.052,0.397,PINK,3
0.330,0.026,0.645,PINK,3
0.492,0.017,0.491,PINK,3
0.445,0.023,0.533,PINK,3
0.463,0.029,0.508,PINK,3
0.599,0.000,0.401,PINK,3
