R,G,B,color_name,class
0.058,0.391,0.551,BLUE,7
0.055,0.267,0.677,BLUE,7
0.025,0.408,0.567,BLUE,7
0.036,0.390,0.575,BLUE,7
0.049,0.337,0.614,BLUE,7
0.030,0.376,0.595,BLUE,7
0.046,0.378,0.576,BLUE,7
0.064,0.353,0.583,BLUE,7
0.003,0.277,0.720,BLUE,7
0.038,0.348,0.614,BLUE,7
0.038,0.309,0.653,BLUE,7
0.015,0.349,0.636,BLUE,7
0.047,0.337,0.616,BLUE,7
0.008,0.332,0.660,BLUE,7
0.059,0.375,0.567,BLUE,7
0.052,0.335,0.613,BLUE,7
0.035,0.318,0.647,BLUE,7
0.064,0.321,0.615,BLUE,7
0.053,0.364,0.583,BLUE,7
0.036,0.419,0.546,BLUE,7
0.026,0.242,0.732,BLUE,7
0.060,0.330,0.610,BLUE,7
0.044,0.340,0.616,BLUE,7
0.012,0.339,0.649,BLUE,7
0.028,0.301,0.671,BLUE,7
0.044,0.292,0.664,BLUE,7
0.045,0.399,0.556,BLUE,7
0.056,0.322,0.623,BLUE,7
0.067,0.281,0.653,BLUE,7
0.017,0.400,0.582,BLUE,7
0.024,0.192,0.784,BLUE,7
0.045,0.397,0.558,BLUE,7
0.037,0.504,0.459,BLUE,7
0.033,0.215,0.752,BLUE,7
0.060,0.322,0.618,BLUE,7
0.017,0.309,0.674,BLUE,7
0.026,0.377,0.597,BLUE,7
0.043,0.369,0.588,BLUE,7
0.034,0.289,0.677,BLUE,7
0.070,0.261,0.668,BLUE,7
0.073,0.340,0.587,BLUE,7
0.056,0.323,0.620,BLUE,7
0.032,0.304,0.664,BLUE,7
0.058,0.328,0.614,BLUE,7
0.057,0.363,0.579,BLUE,7
0.033,0.229,0.738,BLUE,7
0.039,0.292,0.669,BLUE,7
0.020,0.364,0.616,BLUE,7
0.011,0.172,0.817,BLUE,7
0.061,0.255,0.684,BLUE,7
0.046,0.378,0.575,BLUE,7
0.073,0.213,0.714,BLUE,7
0.057,0.246,0.697,BLUE,7
0.024,0.262,0.714,BLUE,7
0.018,0.332,0.650,BLUE,7
0.042,0.357,0.601,BLUE,7
0.021,0.265,0.714,BLUE,7
0.003,0.130,0.867,BLUE,7
0.008,0.228,0.763,BLUE,7
0.029,0.237,0.734,BLUE,7
0.053,0.464,0.483,BLUE,7
0.000,0.496,0.504,BLUE,7
0.048,0.386,0.567,BLUE,7
0.022,0.479,0.499,BLUE,7
0.068,0.414,0.519,BLUE,7
0.042,0.344,0.614,BLUE,7
0.060,0.309,0.630,BLUE,7
0.077,0.324,0.598,BLUE,7
0.053,0.173,0.774,BLUE,7
0.002,0.290,0.707,BLUE,7
0.049,0.337,0.615,BLUE,7
0.012,0.290,0.698,BLUE,7
0.025,0.369,0.605,BLUE,7
0.039,0.484,0.477,BLUE,7
0.081,0.177,0.742,BLUE,7
0.037,0.301,0.662,BLUE,7
0.042,0.294,0.664,BLUE,7
0.048,0.318,0.634,BLUE,7
0.024,0.378,0.599,BLUE,7
0.037,0.359,0.603,BLUE,7
0.027,0.241,0.732,BLUE,7
0.009,0.209,0.783,BLUE,7
0.049,0.430,0.520,BLUE,7
0.042,0.312,0.646,BLUE,7
0.044,0.183,0.773,BLUE,7
0.060,0.357,0.583,BLUE,7
0.038,0.178,0.784,BLUE,7
0.038,0.428,0.534,BLUE,7
0.022,0.347,0.631,BLUE,7
0.046,0.343,0.611,BLUE,7
0.051,0.394,0.555,BLUE,7
0.055,0.378,0.568,BLUE,7
0.042,0.354,0.604,BLUE,7
0.068,0.302,0.630,BLUE,7
0.039,0.290,0.671,BLUE,7
0.032,0.295,0.673,BLUE,7
0.037,0.335,0.627,BLUE,7
0.069,0.360,0.571,BLUE,7
0.048,0.287,0.664,BLUE,7
0.051,0.432,0.516,BLUE,7
0.050,0.337,0.613,BLUE,7
0.029,0.341,0.630,BLUE,7
0.037,0.290,0.673,BLUE,7
0.053,0.360,0.587,BLUE,7
0.023,0.367,0.611,BLUE,7
0.044,0.391,0.565,BLUE,7
0.009,0.357,0.634,BLUE,7
0.036,0.377,0.587,BLUE,7
0.051,0.171,0.779,BLUE,7
0.027,0.259,0.713,BLUE,7
0.029,0.292,0.679,BLUE,7
0.037,0.262,0.701,BLUE,7
0.017,0.303,0.680,BLUE,7
0.047,0.380,0.572,BLUE,7
0.044,0.484,0.472,BLUE,7
0.025,0.400,0.575,BLUE,7
0.050,0.542,0.408,BLUE,7
0.026,0.309,0.665,BLUE,7
0.040,0.315,0.645,BLUE,7
0.048,0.376,0.576,BLUE,7
0.046,0.412,0.542,BLUE,7
0.053,0.325,0.622,BLUE,7
0.031,0.313,0.656,BLUE,7
0.024,0.306,0.669,BLUE,7
0.013,0.246,0.741,BLUE,7
0.034,0.236,0.730,BLUE,7
0.059,0.459,0.482,BLUE,7
0.023,0.358,0.619,BLUE,7
0.055,0.358,0.587,BLUE,7
0.032,0.366,0.602,BLUE,7
0.026,0.487,0.486,BLUE,7
0.034,0.326,0.639,BLUE,7
0.025,0.278,0.697,BLUE,7
0.012,0.390,0.598,BLUE,7
0.044,0.353,0.603,BLUE,7
0.036,0.288,0.677,BLUE,7
0.020,0.338,0.642,BLUE,7
0.024,0.344,0.632,BLUE,7
0.039,0.383,0.578,BLUE,7
0.014,0.363,0.623,BLUE,7
0.020,0.326,0.654,BLUE,7
0.028,0.442,0.530,BLUE,7
0.055,0.324,0.621,BLUE,7
0.031,0.420,0.549,BLUE,7
0.038,0.389,0.573,BLUE,7
0.039,0.219,0.741,BLUE,7
0.039,0.341,0.621,BLUE,7
0.020,0.298,0.682,BLUE,7
0.000,0.413,0.587,BLUE,7
0.060,0.218,0.722,BLUE,7
0.022,0.309,0.668,BLUE,7
0.078,0.250,0.672,BLUE,7
0.058,0.320,0.622,BLUE,7
0.035,0.363,0.601,BLUE,7
0.050,0.218,0.732,BLUE,7
0.043,0.395,0.562,BLUE,7
0.055,0.347,0.598,BLUE,7
0.026,0.329,0.645,BLUE,7
0.044,0.467,0.489,BLUE,7
0.023,0.387,0.590,BLUE,7
0.068,0.268,0.664,BLUE,7
0.016,0.292,0.693,BLUE,7
0.001,0.331,0.668,BLUE,7
0.000,0.333,0.667,BLUE,7
0.046,0.419,0.535,BLUE,7
0.047,0.329,0.624,BLUE,7
0.000,0.419,0.581,BLUE,7
0.023,0.272,0.705,BLUE,7
0.041,0.373,0.586,BLUE,7
0.071,0.273,0.656,BLUE,7
0.070,0.406,0.524,BLUE,7
0.006,0.235,0.759,BLUE,7
0.051,0.306,0.643,BLUE,7
0.022,0.438,0.540,BLUE,7
0.030,0.318,0.652,BLUE,7
0.071,0.256,0.673,BLUE,7
0.029,0.317,0.654,BLUE,7
0.048,0.427,0.525,BLUE,7
0.050,0.307,0.644,BLUE,7
0.086,0.376,0.538,BLUE,7
0.032,0.428,0.540,BLUE,7
0.053,0.318,0.629,BLUE,7
0.070,0.323,0.607,BLUE,7
0.016,0.419,0.565,BLUE,7
0.067,0.347,0.586,BLUE,7
0.038,0.249,0.712,BLUE,7
0.043,0.421,0.536,BLUE,7
0.038,0.316,0.646,BLUE,7
0.050,0.300,0.650,BLUE,7
0.036,0.339,0.625,BLUE,7
0.034,0.315,0.651,BLUE,7
0.014,0.294,0.693,BLUE,7
0.060,0.315,0.625,BLUE,7
0.057,0.381,0.562,BLUE,7
0.046,0.219,0.734,BLUE,7
0.039,0.327,0.633,BLUE,7
0.005,0.334,0.661,BLUE,7
0.025,0.256,0.719,BLUE,7
0.021,0.364,0.615,BLUE,7
0.060,0.315,0.625,BLUE,7
0.011,0.376,0.613,BLUE,7
0.045,0.393,0.562,BLUE,7
0.040,0.189,0.771,BLUE,7
0.041,0.444,0.515,BLUE,7
0.019,0.260,0.721,BLUE,7
0.080,0.242,0.678,BLUE,7
0.126,0.426,0.448,BLUE,7
0.086,0.292,0.623,BLUE,7
0.067,0.220,0.713,BLUE,7
0.024,0.330,0.647,BLUE,7
0.020,0.341,0.639,BLUE,7
0.031,0.322,0.646,BLUE,7
0.024,0.377,0.599,BLUE,7
0.023,0.338,0.639,BLUE,7
0.047,0.404,0.549,BLUE,7
0.027,0.323,0.650,BLUE,7
0.061,0.358,0.581,BLUE,7
0.086,0.298,0.615,BLUE,7
0.060,0.438,0.502,BLUE,7
0.043,0.316,0.641,BLUE,7
0.037,0.365,0.598,BLUE,7
0.046,0.409,0.545,BLUE,7
0.036,0.351,0.613,BLUE,7
0.026,0.361,0.613,BLUE,7
0.039,0.238,0.723,BLUE,7
0.058,0.297,0.645,BLUE,7
0.006,0.356,0.638,BLUE,7
0.026,0.491,0.483,BLUE,7
0.073,0.238,0.689,BLUE,7
0.042,0.289,0.668,BLUE,7
0.018,0.285,0.697,BLUE,7
0.042,0.265,0.693,BLUE,7
0.007,0.350,0.643,BLUE,7
0.021,0.323,0.656,BLUE,7
0.036,0.299,0.665,BLUE,7
0.042,0.331,0.627,BLUE,7
0.006,0.320,0.673,BLUE,7
0.028,0.483,0.490,BLUE,7
0.046,0.306,0.648,BLUE,7
0.017,0.404,0.579,BLUE,7
0.024,0.252,0.724,BLUE,7
0.045,0.337,0.619,BLUE,7
0.038,0.242,0.720,BLUE,7
0.011,0.419,0.570,BLUE,7
0.063,0.231,0.706,BLUE,7
0.006,0.316,0.678,BLUE,7
0.038,0.292,0.671,BLUE,7
0.032,0.355,0.613,BLUE,7
0.043,0.290,0.668,BLUE,7
0.068,0.258,0.674,BLUE,7
0.037,0.396,0.568,BLUE,7
0.053,0.288,0.659,BLUE,7
0.014,0.435,0.551,BLUE,7
0.080,0.272,0.648,BLUE,7
0.010,0.220,0.769,BLUE,7
0.031,0.268,0.700,BLUE,7
0.025,0.354,0.621,BLUE,7
0.014,0.367,0.619,BLUE,7
0.028,0.318,0.654,BLUE,7
0.037,0.318,0.644,BLUE,7
0.069,0.467,0.465,BLUE,7
0.036,0.392,0.572,BLUE,7
0.024,0.445,0.531,BLUE,7
0.043,0.222,0.734,BLUE,7
0.031,0.309,0.660,BLUE,7
0.028,0.225,0.747,BLUE,7
0.030,0.345,0.625,BLUE,7
0.019,0.412,0.568,BLUE,7
0.027,0.313,0.660,BLUE,7
0.047,0.325,0.628,BLUE,7
0.030,0.309,0.660,BLUE,7
0.045,0.382,0.573,BLUE,7
0.043,0.447,0.510,BLUE,7
0.055,0.370,0.575,BLUE,7
0.042,0.265,0.693,BLUE,7
0.045,0.282,0.674,BLUE,7
0.029,0.294,0.677,BLUE,7
0.017,0.440,0.543,BLUE,7
0.000,0.300,0.700,BLUE,7
0.064,0.236,0.700,BLUE,7
0.010,0.219,0.771,BLUE,7
0.029,0.415,0.556,BLUE,7
0.063,0.332,0.605,BLUE,7
0.068,0.277,0.655,BLUE,7
0.047,0.200,0.753,BLUE,7
0.032,0.444,0.524,BLUE,7
0.020,0.189,0.791,BLUE,7
0.036,0.493,0.471,BLUE,7
0.050,0.300,0.649,BLUE,7
0.051,0.307,0.642,BLUE,7
0.032,0.284,0.685,BLUE,7
0.039,0.434,0.527,BLUE,7
0.050,0.206,0.745,BLUE,7
0.025,0.279,0.697,BLUE,7
0.025,0.367,0.608,BLUE,7
0.072,0.379,0.549,BLUE,7
0.041,0.363,0.596,BLUE,7
0.055,0.353,0.593,BLUE,7
0.032,0.292,0.676,BLUE,7
0.026,0.352,0.623,BLUE,7
0.028,0.321,0.651,BLUE,7
0.019,0.443,0.538,BLUE,7
0.013,0.407,0.580,BLUE,7
0.047,0.364,0.588,BLUE,7
0.064,0.279,0.657,BLUE,7
0.021,0.298,0.681,BLUE,7
0.052,0.320,0.627,BLUE,7
0.035,0.354,0.610,BLUE,7
0.060,0.496,0.445,BLUE,7
0.042,0.368,0.589,BLUE,7
0.027,0.275,0.698,BLUE,7
0.009,0.260,0.731,BLUE,7
0.069,0.209,0.722,BLUE,7
0.038,0.323,0.639,BLUE,7
0.011,0.365,0.625,BLUE,7
0.011,0.407,0.582,BLUE,7
0.030,0.424,0.546,BLUE,7
0.036,0.347,0.618,BLUE,7
0.039,0.321,0.640,BLUE,7
0.042,0.455,0.503,BLUE,7
0.030,0.369,0.601,BLUE,7
0.035,0.296,0.669,BLUE,7
0.040,0.442,0.519,BLUE,7
0.017,0.346,0.637,BLUE,7
0.058,0.495,0.448,BLUE,7
0.058,0.260,0.682,BLUE,7
0.014,0.492,0.495,BLUE,7
0.000,0.372,0.628,BLUE,7
0.033,0.304,0.663,BLUE,7
0.039,0.443,0.518,BLUE,7
0.050,0.195,0.755,BLUE,7
0.048,0.303,0.649,BLUE,7
0.055,0.439,0.506,BLUE,7
0.064,0.411,0.525,BLUE,7
0.021,0.390,0.589,BLUE,7
0.015,0.346,0.639,BLUE,7
0.005,0.412,0.583,BLUE,7
0.058,0.290,0.653,BLUE,7
0.024,0.425,0.551,BLUE,7
0.025,0.210,0.765,BLUE,7
0.016,0.402,0.583,BLUE,7
0.054,0.266,0.679,BLUE,7
0.071,0.341,0.588,BLUE,7
0.005,0.236,0.759,BLUE,7
0.016,0.246,0.738,BLUE,7
0.023,0.364,0.613,BLUE,7
0.066,0.345,0.588,BLUE,7
0.000,0.263,0.737,BLUE,7
0.010,0.368,0.622,BLUE,7
0.050,0.347,0.603,BLUE,7
0.051,0.363,0.586,BLUE,7
0.025,0.513,0.462,BLUE,7
0.059,0.249,0.692,BLUE,7
0.066,0.376,0.558,BLUE,7
0.070,0.414,0.516,BLUE,7
0.011,0.295,0.694,BLUE,7
0.041,0.426,0.534,BLUE,7
0.035,0.290,0.675,BLUE,7
0.041,0.274,0.686,BLUE,7
0.028,0.280,0.692,BLUE,7
0.015,0.328,0.657,BLUE,7
0.053,0.253,0.694,BLUE,7
0.027,0.267,0.706,BLUE,7
0.047,0.338,0.615,BLUE,7
0.052,0.386,0.562,BLUE,7
0.001,0.302,0.697,BLUE,7
0.046,0.255,0.699,BLUE,7
0.020,0.321,0.659,BLUE,7
0.029,0.283,0.688,BLUE,7
0.016,0.314,0.670,BLUE,7
0.031,0.452,0.518,BLUE,7
0.022,0.238,0.740,BLUE,7
0.033,0.296,0.672,BLUE,7
0.039,0.357,0.604,BLUE,7
0.038,0.341,0.622,BLUE,7
0.024,0.356,0.621,BLUE,7
0.034,0.231,0.734,BLUE,7
0.031,0.266,0.703,BLUE,7
0.014,0.304,0.683,BLUE,7
0.007,0.272,0.722,BLUE,7
0.032,0.398,0.570,BLUE,7
0.004,0.193,0.803,BLUE,7
0.007,0.463,0.530,BLUE,7
0.046,0.389,0.565,BLUE,7
0.029,0.338,0.632,BLUE,7
0.063,0.232,0.705,BLUE,7
0.098,0.438,0.464,BLUE,7
0.057,0.160,0.783,BLUE,7
0.058,0.263,0.679,BLUE,7
0.026,0.326,0.649,BLUE,7
0.053,0.508,0.439,BLUE,7
0.055,0.323,0.621,BLUE,7
0.077,0.365,0.558,BLUE,7
0.002,0.382,0.616,BLUE,7
0.071,0.392,0.537,BLUE,7
0.033,0.277,0.691,BLUE,7
0.047,0.432,0.521,BLUE,7
0.042,0.393,0.565,BLUE,7
0.051,0.256,0.693,BLUE,7
0.006,0.360,0.634,BLUE,7
0.050,0.340,0.610,BLUE,7
0.026,0.299,0.675,BLUE,7
0.067,0.303,0.629,BLUE,7
0.052,0.375,0.573,BLUE,7
0.068,0.400,0.533,BLUE,7
0.050,0.218,0.731,BLUE,7
0.046,0.292,0.662,BLUE,7
0.075,0.489,0.436,BLUE,7
0.050,0.389,0.560,BLUE,7
0.082,0.349,0.569,BLUE,7
0.018,0.240,0.742,BLUE,7
0.063,0.470,0.466,BLUE,7
0.039,0.418,0.544,BLUE,7
0.034,0.233,0.732,BLUE,7
0.024,0.349,0.627,BLUE,7
0.115,0.391,0.494,BLUE,7
0.045,0.494,0.462,BLUE,7
0.026,0.378,0.596,BLUE,7
0.038,0.300,0.662,BLUE,7
0.023,0.295,0.682,BLUE,7
0.085,0.284,0.630,BLUE,7
0.045,0.436,0.519,BLUE,7
0.068,0.227,0.705,BLUE,7
0.031,0.323,0.646,BLUE,7
0.060,0.321,0.619,BLUE,7
0.017,0.312,0.671,BLUE,7
0.047,0.329,0.624,BLUE,7
0.024,0.392,0.584,BLUE,7
0.011,0.422,0.567,BLUE,7
0.044,0.376,0.580,BLUE,7
0.082,0.349,0.568,BLUE,7
0.076,0.399,0.525,BLUE,7
0.027,0.387,0.586,BLUE,7
0.045,0.307,0.648,BLUE,7
0.018,0.264,0.718,BLUE,7
0.076,0.220,0.704,BLUE,7
0.054,0.298,0.647,BLUE,7
0.042,0.393,0.565,BLUE,7
0.057,0.313,0.630,BLUE,7
0.043,0.331,0.626,BLUE,7
0.073,0.447,0.480,BLUE,7
0.021,0.365,0.615,BLUE,7
0.039,0.393,0.568,BLUE,7
0.025,0.391,0.583,BLUE,7
0.049,0.356,0.595,BLUE,7
0.052,0.285,0.663,BLUE,7
0.027,0.254,0.719,BLUE,7
0.029,0.310,0.661,BLUE,7
0.025,0.379,0.597,BLUE,7
0.058,0.200,0.742,BLUE,7
0.052,0.262,0.687,BLUE,7
0.029,0.250,0.720,BLUE,7
0.044,0.294,0.662,BLUE,7
0.026,0.272,0.703,BLUE,7
0.058,0.319,0.623,BLUE,7
0.014,0.375,0.611,BLUE,7
0.039,0.362,0.599,BLUE,7
0.034,0.264,0.702,BLUE,7
0.018,0.318,0.664,BLUE,7
0.003,0.335,0.662,BLUE,7
0.036,0.212,0.752,BLUE,7
0.056,0.297,0.646,BLUE,7
0.037,0.284,0.679,BLUE,7
0.048,0.445,0.507,BLUE,7
0.008,0.337,0.656,BLUE,7
0.046,0.248,0.706,BLUE,7
0.022,0.263,0.715,BLUE,7
0.040,0.239,0.721,BLUE,7
0.023,0.429,0.548,BLUE,7
0.018,0.443,0.539,BLUE,7
0.038,0.269,0.693,BLUE,7
0.024,0.272,0.704,BLUE,7
0.021,0.379,0.600,BLUE,7
0.023,0.416,0.561,BLUE,7
0.056,0.307,0.637,BLUE,7
0.050,0.263,0.687,BLUE,7
0.087,0.247,0.666,BLUE,7
0.048,0.415,0.537,BLUE,7
0.026,0.426,0.548,BLUE,7
0.019,0.287,0.694,BLUE,7
0.028,0.396,0.575,BLUE,7
0.043,0.300,0.658,BLUE,7
0.036,0.365,0.599,BLUE,7
0.065,0.332,0.603,BLUE,7
0.074,0.304,0.622,BLUE,7
0.014,0.350,0.636,BLUE,7
0.046,0.390,0.564,BLUE,7
0.007,0.339,0.655,BLUE,7
0.016,0.235,0.749,BLUE,7
0.032,0.376,0.592,BLUE,7
0.019,0.342,0.639,BLUE,7
0.016,0.320,0.664,BLUE,7
0.020,0.283,0.697,BLUE,7
0.033,0.290,0.677,BLUE,7
0.000,0.267,0.733,BLUE,7
0.031,0.402,0.567,BLUE,7
0.037,0.495,0.469,BLUE,7
0.030,0.285,0.685,BLUE,7
0.031,0.356,0.613,BLUE,7
0.043,0.297,0.661,BLUE,7
0.020,0.464,0.515,BLUE,7
0.026,0.367,0.607,BLUE,7
0.010,0.347,0.643,BLUE,7
0.038,0.504,0.457,BLUE,7
0.007,0.502,0.491,BLUE,7
0.038,0.224,0.738,BLUE,7
0.025,0.282,0.693,BLUE,7
0.040,0.218,0.742,BLUE,7
0.058,0.415,0.527,BLUE,7
0.078,0.391,0.530,BLUE,7
0.026,0.353,0.621,BLUE,7
0.044,0.386,0.571,BLUE,7
0.070,0.293,0.637,BLUE,7
0.020,0.248,0.733,BLUE,7
0.027,0.312,0.661,BLUE,7
0.043,0.260,0.696,BLUE,7
0.101,0.469,0.429,BLUE,7
0.029,0.193,0.778,BLUE,7
0.025,0.378,0.597,BLUE,7
0.044,0.351,0.605,BLUE,7
0.027,0.494,0.479,BLUE,7
0.010,0.359,0.631,BLUE,7
0.021,0.446,0.532,BLUE,7
0.065,0.267,0.669,BLUE,7
0.000,0.246,0.754,BLUE,7
0.033,0.409,0.557,BLUE,7
0.050,0.361,0.589,BLUE,7
0.004,0.323,0.673,BLUE,7
0.040,0.367,0.593,BLUE,7
0.028,0.426,0.546,BLUE,7
0.026,0.222,0.752,BLUE,7
0.025,0.236,0.738,BLUE,7
0.052,0.255,0.693,BLUE,7
0.052,0.312,0.635,BLUE,7
0.049,0.344,0.607,BLUE,7
0.041,0.295,0.663,BLUE,7
0.044,0.400,0.557,BLUE,7
0.067,0.340,0.593,BLUE,7
0.046,0.348,0.606,BLUE,7
0.049,0.388,0.563,BLUE,7
0.040,0.349,0.611,BLUE,7
0.060,0.426,0.513,BLUE,7
0.043,0.404,0.553,BLUE,7
0.026,0.330,0.643,BLUE,7
0.011,0.297,0.691,BLUE,7
0.056,0.347,0.597,BLUE,7
0.003,0.307,0.690,BLUE,7
0.048,0.447,0.504,BLUE,7
0.031,0.375,0.594,BLUE,7
0.075,0.368,0.557,BLUE,7
0.044,0.268,0.688,BLUE,7
0.075,0.378,0.547,BLUE,7
0.029,0.359,0.612,BLUE,7
