R,G,B,color_name,class
0.450,0.546,0.004,YELLOW,2
0.556,0.444,0.000,YELLOW,2
0.502,0.495,0.003,YELLOW,2
0.486,0.514,0.000,YELLOW,2
0.449,0.533,0.018,YELLOW,2
0.442,0.535,0.024,YELLOW,2
0.542,0.423,0.035,YELLOW,2
0.455,0.538,0.007,YELLOW,2
0.670,0.330,0.000,YELLOW,2
0.571,0.422,0.008,YELLOW,2
0.444,0.533,0.023,YELLOW,2
0.423,0.577,0.000,YELLOW,2
0.462,0.535,0.002,YELLOW,2
0.448,0.541,0.011,YELLOW,2
0.393,0.601,0.006,YELLOW,2
0.498,0.502,0.000,YELLOW,2
0.510,0.476,0.014,YELLOW,2
0.633,0.367,0.001,YELLOW,2
0.471,0.516,0.012,YELLOW,2
0.537,0.457,0.006,YELLOW,2
0.377,0.613,0.010,YELLOW,2
0.454,0.520,0.026,YELLOW,2
0.652,0.346,0.003,YELLOW,2
0.517,0.483,0.000,YELLOW,2
0.506,0.494,0.000,YELLOW,2
0.646,0.349,0.005,YELLOW,2
0.462,0.524,0.014,YELLOW,2
0.421,0.560,0.019,YELLOW,2
0.588,0.412,0.000,YELLOW,2
0.564,0.423,0.013,YELLOW,2
0.650,0.349,0.001,YELLOW,2
0.467,0.515,0.018,YELLOW,2
0.596,0.393,0.011,YELLOW,2
0.610,0.390,0.000,YELLOW,2
0.428,0.555,0.018,YELLOW,2
0.566,0.423,0.011,YELLOW,2
0.527,0.473,0.000,YELLOW,2
0.613,0.376,0.011,YELLOW,2
0.735,0.265,0.000,YELLOW,2
0.588,0.404,0.008,YELLOW,2
0.547,0.443,0.010,YELLOW,2
0.571,0.422,0.008,YELLOW,2
0.535,0.446,0.020,YELLOW,2
0.457,0.543,0.000,YELLOW,2
0.568,0.425,0.007,YELLOW,2
0.623,0.368,0.009,YELLOW,2
0.393,0.590,0.017,YELLOW,2
0.770,0.225,0.005,YELLOW,2
0.582,0.416,0.002,YELLOW,2
0.347,0.653,0.000,YELLOW,2
0.439,0.528,0.033,YELLOW,2
0.477,0.507,0.016,YELLOW,2
0.509,0.488,0.003,YELLOW,2
0.445,0.555,0.000,YELLOW,2
0.538,0.448,0.014,YELLOW,2
0.581,0.419,0.000,YELLOW,2
0.623,0.377,0.000,YELLOW,2
0.450,0.539,0.011,YELLOW,2
0.452,0.538,0.010,YELLOW,2
0.604,0.396,0.000,YELLOW,2
0.465,0.530,0.005,YELLOW,2
0.538,0.450,0.013,YELLOW,2
0.654,0.315,0.031,YELLOW,2
0.542,0.458,0.000,YELLOW,2
0.508,0.473,0.019,YELLOW,2
0.609,0.376,0.015,YELLOW,2
0.471,0.518,0.011,YELLOW,2
0.419,0.577,0.004,YELLOW,2
0.467,0.533,0.000,YELLOW,2
0.609,0.391,0.000,YELLOW,2
0.499,0.497,0.004,YELLOW,2
0.571,0.424,0.005,YELLOW,2
0.536,0.464,0.000,YELLOW,2
0.653,0.347,0.000,YELLOW,2
0.507,0.491,0.002,YELLOW,2
0.594,0.397,0.009,YELLOW,2
0.357,0.629,0.014,YELLOW,2
0.467,0.513,0.020,YELLOW,2
0.538,0.462,0.000,YELLOW,2
0.674,0.312,0.014,YELLOW,2
0.594,0.397,0.009,YELLOW,2
0.518,0.457,0.025,YELLOW,2
0.475,0.521,0.004,YELLOW,2
0.460,0.540,0.000,YELLOW,2
0.567,0.431,0.002,YELLOW,2
0.635,0.343,0.021,YELLOW,2
0.537,0.452,0.010,YELLOW,2
0.496,0.469,0.035,YELLOW,2
0.370,0.620,0.010,YELLOW,2
0.314,0.679,0.007,YELLOW,2
0.662,0.329,0.009,YELLOW,2
0.516,0.484,0.000,YELLOW,2
0.315,0.685,0.000,YELLOW,2
0.505,0.492,0.003,YELLOW,2
0.408,0.589,0.003,YELLOW,2
0.554,0.446,0.000,YELLOW,2
0.445,0.548,0.007,YELLOW,2
0.434,0.537,0.030,YELLOW,2
0.435,0.559,0.005,YELLOW,2
0.504,0.478,0.018,YELLOW,2
0.491,0.509,0.000,YELLOW,2
0.553,0.436,0.010,YELLOW,2
0.444,0.518,0.038,YELLOW,2
0.470,0.511,0.019,YELLOW,2
0.428,0.548,0.024,YELLOW,2
0.591,0.402,0.008,YELLOW,2
0.579,0.402,0.019,YELLOW,2
0.443,0.550,0.007,YELLOW,2
0.687,0.311,0.001,YELLOW,2
0.425,0.571,0.004,YELLOW,2
0.404,0.584,0.013,YELLOW,2
0.536,0.441,0.023,YELLOW,2
0.653,0.347,0.000,YELLOW,2
0.486,0.493,0.021,YELLOW,2
0.424,0.559,0.017,YELLOW,2
0.492,0.473,0.034,YELLOW,2
0.524,0.464,0.012,YELLOW,2
0.413,0.586,0.001,YELLOW,2
0.521,0.452,0.028,YELLOW,2
0.430,0.563,0.008,YELLOW,2
0.531,0.434,0.034,YELLOW,2
0.564,0.436,0.000,YELLOW,2
0.565,0.435,0.000,YELLOW,2
0.514,0.482,0.004,YELLOW,2
0.631,0.369,0.000,YELLOW,2
0.669,0.331,0.000,YELLOW,2
0.525,0.451,0.024,YELLOW,2
0.489,0.502,0.009,YELLOW,2
0.503,0.497,0.000,YELLOW,2
0.558,0.442,0.000,YELLOW,2
0.580,0.420,0.000,YELLOW,2
0.568,0.428,0.003,YELLOW,2
0.634,0.365,0.001,YELLOW,2
0.430,0.560,0.009,YELLOW,2
0.445,0.548,0.007,YELLOW,2
0.446,0.531,0.023,YELLOW,2
0.424,0.556,0.020,YELLOW,2
0.413,0.580,0.007,YELLOW,2
0.508,0.467,0.025,YELLOW,2
0.611,0.384,0.005,YELLOW,2
0.587,0.402,0.011,YELLOW,2
0.593,0.407,0.000,YELLOW,2
0.443,0.551,0.006,YELLOW,2
0.559,0.403,0.038,YELLOW,2
0.552,0.441,0.007,YELLOW,2
0.527,0.466,0.007,YELLOW,2
0.545,0.432,0.022,YELLOW,2
0.546,0.454,0.000,YELLOW,2
0.594,0.394,0.012,YELLOW,2
0.617,0.383,0.000,YELLOW,2
0.504,0.492,0.004,YELLOW,2
0.538,0.448,0.014,YELLOW,2
0.679,0.321,0.000,YELLOW,2
0.646,0.354,0.000,YELLOW,2
0.611,0.389,0.000,YELLOW,2
0.385,0.594,0.021,YELLOW,2
0.644,0.356,0.000,YELLOW,2
0.587,0.403,0.010,YELLOW,2
0.570,0.418,0.012,YELLOW,2
0.610,0.386,0.004,YELLOW,2
0.626,0.352,0.022,YELLOW,2
0.553,0.447,0.000,YELLOW,2
0.476,0.520,0.003,YELLOW,2
0.590,0.410,0.000,YELLOW,2
0.483,0.517,0.000,YELLOW,2
0.623,0.377,0.000,YELLOW,2
0.502,0.484,0.014,YELLOW,2
0.524,0.473,0.003,YELLOW,2
0.516,0.475,0.009,YELLOW,2
0.536,0.452,0.012,YELLOW,2
0.560,0.440,0.000,YELLOW,2
0.629,0.367,0.004,YELLOW,2
0.629,0.348,0.023,YELLOW,2
0.509,0.481,0.010,YELLOW,2
0.536,0.449,0.015,YELLOW,2
0.542,0.458,0.000,YELLOW,2
0.487,0.496,0.017,YELLOW,2
0.547,0.453,0.000,YELLOW,2
0.670,0.323,0.007,YELLOW,2
0.561,0.436,0.003,YELLOW,2
0.440,0.554,0.006,YELLOW,2
0.612,0.388,0.000,YELLOW,2
0.485,0.496,0.019,YELLOW,2
0.469,0.528,0.004,YELLOW,2
0.390,0.609,0.001,YELLOW,2
0.517,0.473,0.011,YELLOW,2
0.538,0.453,0.009,YELLOW,2
0.497,0.488,0.015,YELLOW,2
0.519,0.473,0.008,YELLOW,2
0.545,0.455,0.000,YELLOW,2
0.520,0.465,0.015,YELLOW,2
0.564,0.425,0.011,YELLOW,2
0.485,0.515,0.000,YELLOW,2
0.543,0.425,0.031,YELLOW,2
0.485,0.504,0.011,YELLOW,2
0.511,0.472,0.017,YELLOW,2
0.595,0.388,0.017,YELLOW,2
0.501,0.490,0.009,YELLOW,2
0.549,0.443,0.008,YELLOW,2
0.416,0.580,0.004,YELLOW,2
0.515,0.466,0.018,YELLOW,2
0.401,0.599,0.000,YELLOW,2
0.458,0.516,0.025,YELLOW,2
0.709,0.289,0.002,YELLOW,2
0.421,0.579,0.000,YELLOW,2
0.540,0.460,0.000,YELLOW,2
0.501,0.497,0.002,YELLOW,2
0.502,0.473,0.025,YELLOW,2
0.603,0.395,0.002,YELLOW,2
0.515,0.485,0.000,YELLOW,2
0.575,0.425,0.000,YELLOW,2
0.492,0.505,0.003,YELLOW,2
0.450,0.550,0.000,YELLOW,2
0.515,0.476,0.008,YELLOW,2
0.371,0.575,0.053,YELLOW,2
0.551,0.440,0.009,YELLOW,2
0.706,0.294,0.000,YELLOW,2
0.551,0.445,0.004,YELLOW,2
0.437,0.561,0.002,YELLOW,2
0.461,0.539,0.000,YELLOW,2
0.550,0.450,0.000,YELLOW,2
0.539,0.461,0.000,YELLOW,2
0.511,0.463,0.026,YELLOW,2
0.466,0.512,0.021,YELLOW,2
0.518,0.482,0.000,YELLOW,2
0.565,0.435,0.000,YELLOW,2
0.601,0.399,0.000,YELLOW,2
0.649,0.340,0.012,YELLOW,2
0.425,0.575,0.000,YELLOW,2
0.464,0.533,0.003,YELLOW,2
0.493,0.494,0.013,YELLOW,2
0.492,0.506,0.002,YELLOW,2
0.462,0.538,0.000,YELLOW,2
0.440,0.560,0.000,YELLOW,2
0.573,0.421,0.006,YELLOW,2
0.497,0.483,0.020,YELLOW,2
0.496,0.504,0.000,YELLOW,2
0.554,0.445,0.000,YELLOW,2
0.615,0.385,0.000,YELLOW,2
0.477,0.499,0.024,YELLOW,2
0.546,0.454,0.000,YELLOW,2
0.596,0.362,0.042,YELLOW,2
0.503,0.496,0.001,YELLOW,2
0.424,0.559,0.016,YELLOW,2
0.509,0.491,0.000,YELLOW,2
0.457,0.527,0.016,YELLOW,2
0.535,0.464,0.001,YELLOW,2
0.604,0.396,0.000,YELLOW,2
0.419,0.581,0.000,YELLOW,2
0.440,0.560,0.000,YELLOW,2
0.429,0.565,0.006,YELLOW,2
0.400,0.595,0.005,YELLOW,2
0.500,0.500,0.000,YELLOW,2
0.547,0.448,0.005,YELLOW,2
0.622,0.374,0.003,YELLOW,2
0.455,0.545,0.000,YELLOW,2
0.491,0.503,0.006,YELLOW,2
0.518,0.482,0.000,YELLOW,2
0.646,0.354,0.000,YELLOW,2
0.547,0.450,0.003,YELLOW,2
0.399,0.587,0.014,YELLOW,2
0.621,0.367,0.012,YELLOW,2
0.715,0.279,0.006,YELLOW,2
0.497,0.503,0.000,YELLOW,2
0.537,0.463,0.000,YELLOW,2
0.434,0.566,0.000,YELLOW,2
0.390,0.596,0.014,YELLOW,2
0.549,0.446,0.004,YELLOW,2
0.614,0.383,0.003,YELLOW,2
0.553,0.439,0.008,YELLOW,2
0.738,0.262,0.000,YELLOW,2
0.444,0.548,0.008,YELLOW,2
0.555,0.431,0.014,YELLOW,2
0.593,0.407,0.000,YELLOW,2
0.515,0.485,0.000,YELLOW,2
0.666,0.333,0.001,YELLOW,2
0.500,0.478,0.022,YELLOW,2
0.300,0.689,0.010,YELLOW,2
0.452,0.544,0.004,YELLOW,2
0.510,0.469,0.021,YELLOW,2
0.604,0.396,0.000,YELLOW,2
0.546,0.454,0.000,YELLOW,2
0.346,0.621,0.033,YELLOW,2
0.599,0.381,0.020,YELLOW,2
0.562,0.421,0.016,YELLOW,2
0.579,0.421,0.000,YELLOW,2
0.518,0.469,0.014,YELLOW,2
0.494,0.501,0.005,YELLOW,2
0.547,0.440,0.013,YELLOW,2
0.615,0.385,0.000,YELLOW,2
0.477,0.507,0.015,YELLOW,2
0.532,0.468,0.000,YELLOW,2
0.497,0.497,0.007,YELLOW,2
0.507,0.469,0.025,YELLOW,2
0.510,0.484,0.006,YELLOW,2
0.562,0.426,0.011,YELLOW,2
0.585,0.409,0.007,YELLOW,2
0.485,0.515,0.000,YELLOW,2
0.673,0.327,0.000,YELLOW,2
0.579,0.410,0.011,YELLOW,2
0.444,0.546,0.009,YELLOW,2
0.432,0.568,0.000,YELLOW,2
0.393,0.604,0.003,YELLOW,2
0.536,0.459,0.005,YELLOW,2
0.450,0.550,0.000,YELLOW,2
0.453,0.547,0.000,YELLOW,2
0.430,0.561,0.010,YELLOW,2
0.479,0.516,0.005,YELLOW,2
0.405,0.595,0.000,YELLOW,2
0.462,0.514,0.024,YELLOW,2
0.517,0.483,0.000,YELLOW,2
0.449,0.542,0.008,YELLOW,2
0.481,0.511,0.008,YELLOW,2
0.536,0.464,0.000,YELLOW,2
0.547,0.452,0.001,YELLOW,2
0.572,0.406,0.022,YELLOW,2
0.534,0.460,0.007,YELLOW,2
0.667,0.331,0.002,YELLOW,2
0.463,0.535,0.002,YELLOW,2
0.630,0.354,0.016,YELLOW,2
0.428,0.572,0.000,YELLOW,2
0.516,0.474,0.009,YELLOW,2
0.375,0.611,0.015,YELLOW,2
0.473,0.504,0.023,YELLOW,2
0.598,0.386,0.016,YELLOW,2
0.462,0.515,0.023,YELLOW,2
0.514,0.475,0.011,YELLOW,2
0.613,0.387,0.000,YELLOW,2
0.411,0.586,0.003,YELLOW,2
0.750,0.250,0.000,YELLOW,2
0.489,0.504,0.006,YELLOW,2
0.580,0.404,0.016,YELLOW,2
0.528,0.453,0.020,YELLOW,2
0.514,0.486,0.000,YELLOW,2
0.442,0.545,0.013,YELLOW,2
0.541,0.430,0.029,YELLOW,2
0.513,0.484,0.004,YELLOW,2
0.603,0.368,0.028,YELLOW,2
0.548,0.449,0.003,YELLOW,2
0.609,0.380,0.011,YELLOW,2
0.555,0.420,0.026,YELLOW,2
0.501,0.482,0.017,YELLOW,2
0.526,0.474,0.000,YELLOW,2
0.487,0.506,0.007,YELLOW,2
0.575,0.425,0.000,YELLOW,2
0.465,0.513,0.022,YELLOW,2
0.480,0.505,0.015,YELLOW,2
0.404,0.584,0.011,YELLOW,2
0.526,0.462,0.013,YELLOW,2
0.500,0.482,0.017,YELLOW,2
0.532,0.459,0.010,YELLOW,2
0.563,0.409,0.027,YELLOW,2
0.538,0.458,0.004,YELLOW,2
0.522,0.465,0.013,YELLOW,2
0.628,0.372,0.000,YELLOW,2
0.529,0.452,0.019,YELLOW,2
0.403,0.597,0.000,YELLOW,2
0.648,0.324,0.028,YELLOW,2
0.616,0.368,0.016,YELLOW,2
0.473,0.522,0.004,YELLOW,2
0.513,0.465,0.021,YELLOW,2
0.542,0.455,0.004,YELLOW,2
0.520,0.463,0.017,YELLOW,2
0.514,0.486,0.000,YELLOW,2
0.548,0.445,0.007,YELLOW,2
0.631,0.369,0.000,YELLOW,2
0.592,0.388,0.019,YELLOW,2
0.424,0.562,0.014,YELLOW,2
0.674,0.321,0.005,YELLOW,2
0.504,0.491,0.005,YELLOW,2
0.517,0.464,0.020,YELLOW,2
0.499,0.482,0.019,YELLOW,2
0.516,0.482,0.002,YELLOW,2
0.598,0.387,0.015,YELLOW,2
0.468,0.516,0.016,YELLOW,2
0.631,0.369,0.000,YELLOW,2
0.520,0.477,0.003,YELLOW,2
0.618,0.361,0.022,YELLOW,2
0.383,0.617,0.000,YELLOW,2
0.470,0.530,0.000,YELLOW,2
0.662,0.333,0.005,YELLOW,2
0.357,0.643,0.000,YELLOW,2
0.478,0.513,0.009,YELLOW,2
0.526,0.448,0.026,YELLOW,2
0.549,0.397,0.054,YELLOW,2
0.645,0.343,0.012,YELLOW,2
0.378,0.622,0.000,YELLOW,2
0.567,0.427,0.006,YELLOW,2
0.526,0.469,0.005,YELLOW,2
0.575,0.425,0.000,YELLOW,2
0.518,0.463,0.020,YELLOW,2
0.556,0.442,0.001,YELLOW,2
0.471,0.529,0.000,YELLOW,2
0.524,0.472,0.004,YELLOW,2
0.658,0.342,0.000,YELLOW,2
0.560,0.440,0.000,YELLOW,2
0.552,0.425,0.023,YELLOW,2
0.637,0.359,0.004,YELLOW,2
0.591,0.394,0.015,YELLOW,2
0.632,0.361,0.007,YELLOW,2
0.498,0.485,0.016,YELLOW,2
0.589,0.408,0.002,YELLOW,2
0.638,0.346,0.016,YELLOW,2
0.419,0.581,0.000,YELLOW,2
0.535,0.459,0.005,YELLOW,2
0.493,0.497,0.011,YELLOW,2
0.524,0.474,0.003,YELLOW,2
0.441,0.548,0.011,YELLOW,2
0.600,0.376,0.024,YELLOW,2
0.409,0.584,0.008,YELLOW,2
0.616,0.366,0.018,YELLOW,2
0.519,0.481,0.000,YELLOW,2
0.562,0.411,0.027,YELLOW,2
0.419,0.570,0.011,YELLOW,2
0.476,0.522,0.001,YELLOW,2
0.456,0.536,0.007,YELLOW,2
0.472,0.512,0.017,YELLOW,2
0.457,0.543,0.000,YELLOW,2
0.477,0.523,0.000,YELLOW,2
0.474,0.510,0.016,YELLOW,2
0.454,0.536,0.010,YELLOW,2
0.476,0.524,0.000,YELLOW,2
0.545,0.455,0.000,YELLOW,2
0.566,0.396,0.038,YELLOW,2
0.526,0.472,0.002,YELLOW,2
0.441,0.559,0.000,YELLOW,2
0.493,0.487,0.020,YELLOW,2
0.671,0.329,0.000,YELLOW,2
0.541,0.459,0.000,YELLOW,2
0.493,0.474,0.033,YELLOW,2
0.533,0.466,0.001,YELLOW,2
0.579,0.405,0.016,YELLOW,2
0.582,0.402,0.016,YELLOW,2
0.680,0.320,0.000,YELLOW,2
0.519,0.474,0.007,YELLOW,2
0.619,0.381,0.000,YELLOW,2
0.470,0.514,0.016,YELLOW,2
0.642,0.344,0.014,YELLOW,2
0.471,0.529,0.000,YELLOW,2
0.438,0.547,0.014,YELLOW,2
0.453,0.542,0.005,YELLOW,2
0.475,0.525,0.000,YELLOW,2
0.443,0.532,0.026,YELLOW,2
0.465,0.530,0.005,YELLOW,2
0.519,0.468,0.013,YELLOW,2
0.533,0.441,0.025,YELLOW,2
0.477,0.517,0.007,YELLOW,2
0.341,0.654,0.005,YELLOW,2
0.569,0.414,0.017,YELLOW,2
0.587,0.411,0.002,YELLOW,2
0.630,0.370,0.000,YELLOW,2
0.560,0.427,0.014,YELLOW,2
0.756,0.244,0.000,YELLOW,2
0.506,0.480,0.013,YELLOW,2
0.486,0.508,0.006,YELLOW,2
0.510,0.473,0.017,YELLOW,2
0.759,0.228,0.013,YELLOW,2
0.488,0.505,0.006,YELLOW,2
0.462,0.538,0.000,YELLOW,2
0.481,0.519,0.000,YELLOW,2
0.485,0.499,0.017,YELLOW,2
0.598,0.395,0.007,YELLOW,2
0.554,0.429,0.017,YELLOW,2
0.615,0.383,0.002,YELLOW,2
0.571,0.415,0.014,YELLOW,2
0.551,0.441,0.008,YELLOW,2
0.435,0.552,0.013,YELLOW,2
0.594,0.396,0.010,YELLOW,2
0.468,0.532,0.000,YELLOW,2
0.414,0.575,0.011,YELLOW,2
0.638,0.342,0.020,YELLOW,2
0.440,0.556,0.004,YELLOW,2
0.489,0.511,0.000,YELLOW,2
0.634,0.361,0.004,YELLOW,2
0.664,0.322,0.013,YELLOW,2
0.523,0.477,0.000,YELLOW,2
0.612,0.388,0.000,YELLOW,2
0.508,0.482,0.010,YELLOW,2
0.463,0.532,0.005,YELLOW,2
0.465,0.498,0.037,YELLOW,2
0.519,0.481,0.000,YELLOW,2
0.563,0.411,0.026,YELLOW,2
0.638,0.339,0.023,YELLOW,2
0.593,0.393,0.014,YELLOW,2
0.598,0.402,0.000,YELLOW,2
0.645,0.354,0.001,YELLOW,2
0.501,0.499,0.000,YELLOW,2
0.631,0.369,0.000,YELLOW,2
0.621,0.369,0.010,YELLOW,2
0.594,0.406,0.000,YELLOW,2
0.577,0.405,0.018,YELLOW,2
0.517,0.457,0.026,YELLOW,2
0.487,0.487,0.026,YELLOW,2
0.573,0.425,0.002,YELLOW,2
0.601,0.399,0.000,YELLOW,2
0.451,0.542,0.007,YELLOW,2
0.492,0.508,0.000,YELLOW,2
0.577,0.423,0.000,YELLOW,2
0.588,0.401,0.010,YELLOW,2
0.479,0.518,0.003,YELLOW,2
0.512,0.480,0.007,YELLOW,2
0.566,0.424,0.010,YELLOW,2
0.401,0.576,0.023,YELLOW,2
0.479,0.498,0.022,YELLOW,2
0.406,0.570,0.024,YELLOW,2
0.610,0.372,0.018,YELLOW,2
0.551,0.449,0.000,YELLOW,2
0.514,0.479,0.006,YELLOW,2
0.617,0.383,0.000,YELLOW,2
0.569,0.431,0.000,YELLOW,2
0.530,0.467,0.003,YELLOW,2
0.618,0.382,0.000,YELLOW,2
0.399,0.601,0.000,YELLOW,2
0.416,0.566,0.018,YELLOW,2
0.633,0.366,0.002,YELLOW,2
0.585,0.402,0.014,YELLOW,2
0.639,0.341,0.020,YELLOW,2
0.550,0.440,0.010,YELLOW,2
0.449,0.550,0.001,YELLOW,2
0.483,0.510,0.007,YELLOW,2
0.539,0.455,0.007,YELLOW,2
0.668,0.311,0.021,YELLOW,2
0.526,0.461,0.013,YELLOW,2
0.396,0.588,0.015,YELLOW,2
0.450,0.547,0.003,YELLOW,2
0.591,0.401,0.008,YELLOW,2
0.518,0.456,0.027,YELLOW,2
0.609,0.385,0.006,YELLOW,2
0.521,0.476,0.003,YELLOW,2
0.523,0.452,0.025,YELLOW,2
0.537,0.448,0.015,YELLOW,2
0.613,0.387,0.000,YELLOW,2
0.418,0.581,0.001,YELLOW,2
0.271,0.716,0.014,YELLOW,2
0.517,0.480,0.003,YELLOW,2
0.561,0.439,0.000,YELLOW,2
0.669,0.312,0.019,YELLOW,2
0.500,0.500,0.000,YELLOW,2
0.646,0.354,0.000,YELLOW,2
0.567,0.426,0.007,YELLOW,2
0.475,0.525,0.000,YELLOW,2
0.570,0.426,0.004,YELLOW,2
0.516,0.472,0.012,YELLOW,2
0.443,0.557,0.000,YELLOW,2
0.517,0.483,0.000,YELLOW,2
0.534,0.450,0.015,YELLOW,2
0.620,0.371,0.010,YELLOW,2
0.544,0.445,0.011,YELLOW,2
0.544,0.441,0.015,YELLOW,2
0.420,0.577,0.003,YELLOW,2
0.319,0.658,0.024,YELLOW,2
0.502,0.491,0.007,YELLOW,2
0.450,0.532,0.018,YELLOW,2
0.351,0.649,0.000,YELLOW,2
0.519,0.481,0.000,YELLOW,2
0.532,0.468,0.000,YELLOW,2
0.458,0.531,0.010,YELLOW,2
0.617,0.372,0.011,YELLOW,2
0.454,0.543,0.003,YELLOW,2
0.507,0.445,0.048,YELLOW,2
0.593,0.393,0.014,YELLOW,2
0.601,0.381,0.018,YELLOW,2
0.421,0.579,0.000,YELLOW,2
0.446,0.536,0.019,YELLOW,2
0.408,0.592,0.000,YELLOW,2
0.408,0.592,0.000,YELLOW,2
0.669,0.323,0.008,YELLOW,2
0.566,0.434,0.000,YELLOW,2
0.464,0.536,0.000,YELLOW,2
0.534,0.459,0.006,YELLOW,2
0.487,0.512,0.001,YELLOW,2
0.471,0.529,0.000,YELLOW,2
0.497,0.491,0.011,YELLOW,2
0.408,0.592,0.000,YELLOW,2
0.574,0.426,0.000,YELLOW,2
0.683,0.317,0.001,YELLOW,2
0.470,0.513,0.017,YELLOW,2
0.627,0.367,0.006,YELLOW,2
0.467,0.533,0.000,YELLOW,2
0.578,0.422,0.000,YELLOW,2
0.539,0.461,0.000,YELLOW,2
0.551,0.449,0.000,YELLOW,2
0.499,0.491,0.009,YELLOW,2
0.555,0.424,0.021,YELLOW,2
0.551,0.449,0.000,YELLOW,2
0.515,0.470,0.016,YELLOW,2
0.568,0.413,0.019,YELLOW,2
0.476,0.524,0.000,YELLOW,2
0.484,0.509,0.007,YELLOW,2
0.454,0.545,0.001,YELLOW,2
0.514,0.486,0.000,YELLOW,2
0.612,0.379,0.009,YELLOW,2
0.523,0.461,0.016,YELLOW,2
0.512,0.481,0.007,YELLOW,2
0.441,0.558,0.002,YELLOW,2
0.391,0.609,0.000,YELLOW,2
0.459,0.532,0.009,YELLOW,2
0.471,0.527,0.002,YELLOW,2
0.427,0.573,0.000,YELLOW,2
0.516,0.466,0.018,YELLOW,2
0.550,0.448,0.001,YELLOW,2
0.453,0.543,0.004,YELLOW,2
0.516,0.479,0.004,YELLOW,2
0.430,0.568,0.002,YELLOW,2
0.417,0.583,0.000,YELLOW,2
0.431,0.569,0.000,YELLOW,2
0.487,0.498,0.015,YELLOW,2
0.526,0.459,0.015,YELLOW,2
0.524,0.471,0.005,YELLOW,2
0.541,0.447,0.011,YELLOW,2
0.482,0.513,0.004,YELLOW,2
0.479,0.521,0.000,YELLOW,2
0.440,0.560,0.000,YELLOW,2
0.538,0.447,0.015,YELLOW,2
0.443,0.557,0.000,YELLOW,2
0.682,0.295,0.023,YELLOW,2
0.488,0.503,0.008,YELLOW,2
0.578,0.422,0.000,YELLOW,2
0.490,0.510,0.000,YELLOW,2
0.576,0.418,0.006,YELLOW,2
0.526,0.467,0.006,YELLOW,2
0.626,0.366,0.008,YELLOW,2
0.422,0.566,0.012,YELLOW,2
0.329,0.663,0.007,YELLOW,2
0.534,0.459,0.007,YELLOW,2
0.608,0.392,0.000,YELLOW,2
0.483,0.512,0.005,YELLOW,2
0.470,0.514,0.016,YELLOW,2
0.438,0.557,0.005,YELLOW,2
0.403,0.587,0.011,YELLOW,2
0.465,0.529,0.006,YELLOW,2
0.515,0.485,0.000,YELLOW,2
0.688,0.289,0.023,YELLOW,2
0.360,0.626,0.014,YELLOW,2
0.551,0.415,0.034,YELLOW,2
0.523,0.469,0.008,YELLOW,2
0.525,0.475,0.000,YELLOW,2
0.553,0.447,0.000,YELLOW,2
0.540,0.446,0.014,YELLOW,2
0.386,0.611,0.003,YELLOW,2
0.510,0.483,0.007,YELLOW,2
0.541,0.458,0.001,YELLOW,2
0.543,0.449,0.008,YELLOW,2
0.498,0.502,0.000,YELLOW,2
0.478,0.510,0.012,YELLOW,2
0.517,0.483,0.000,YELLOW,2
0.640,0.350,0.010,YELLOW,2
